# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Dynamic Pressure (mbar)
32.607,6622.039,32.927,-9.84,43.824,9.841,1077.699,1.81,1077.701,0.096,28.92,0.147,48.476,-80.425,9.788,1.405,0,7.374,-0.001,3.985e4,241.842,51.493,0.224,309.025,241.169,4.452,0.139,6.893e6,0,5.2,0.475,0.478,0.36,0.012,0.103,0.288,1.142,1.204e-4,0,0,0,0,0.142,0.005,15.24,182.415,50.013,0.199,0.1,-27.428,437.192,314.677,0.05,0.568,5.953
32.657,6623.673,32.435,-9.837,43.451,9.838,1079.145,1.815,1079.147,0.096,28.913,0.148,48.476,-80.425,9.788,1.454,0,7.48,-0.001,3.985e4,241.842,51.493,0.224,308.77,241.169,4.436,0.138,6.833e6,0,5.118,0.475,0.478,0.361,0.012,0.103,0.299,1.178,-4.53E-04,0,0,0,0,0.149,0.005,15.24,182.415,49.642,0.199,0.1,-27.44,437.091,314.67,0.05,0.568,5.851
32.707,6625.282,31.943,-9.833,43.08,9.834,1080.591,1.82,1080.592,0.097,28.906,0.148,48.476,-80.425,9.788,1.506,0,7.588,-0.001,3.985e4,241.842,51.493,0.224,308.507,241.169,4.419,0.137,6.774e6,0,5.038,0.476,0.479,0.361,0.012,0.103,0.311,1.216,-1.42E-04,0,0,0,0,0.156,0.005,15.24,182.415,49.265,0.199,0.1,-27.451,436.991,314.663,0.05,0.569,5.751
32.757,6626.867,31.452,-9.83,42.712,9.831,1082.036,1.825,1082.037,0.097,28.898,0.148,48.476,-80.425,9.788,1.559,0,7.697,-0.001,3.985e4,241.842,51.493,0.224,308.237,241.169,4.401,0.136,6.715e6,0,4.959,0.476,0.48,0.362,0.012,0.103,0.322,1.256,-9.68E-05,0,0,0,0,0.163,0.005,15.24,182.415,48.883,0.2,0.1,-27.463,436.893,314.657,0.05,0.569,5.652
32.807,6628.427,30.96,-9.826,42.346,9.827,1083.48,1.83,1083.482,0.097,28.891,0.148,48.476,-80.425,9.788,1.614,0,7.808,-0.001,3.985e4,241.842,51.493,0.224,307.96,241.169,4.383,0.135,6.657e6,0,4.881,0.477,0.48,0.362,0.012,0.103,0.335,1.297,3.505e-4,0,0,0,0,0.171,0.005,15.24,182.415,48.495,0.2,0.1,-27.474,436.796,314.65,0.05,0.569,5.554
32.857,6629.963,30.469,-9.822,41.984,9.824,1084.925,1.835,1084.926,0.097,28.883,0.148,48.476,-80.425,9.788,1.671,0,7.921,-0.001,3.985e4,241.842,51.493,0.224,307.674,241.169,4.364,0.134,6.599e6,0,4.805,0.477,0.481,0.363,0.012,0.103,0.348,1.338,-4.14E-04,0,0,0,0,0.179,0.005,15.24,182.415,48.102,0.2,0.1,-27.485,436.701,314.643,0.05,0.57,5.459
32.907,6631.474,29.978,-9.819,41.623,9.82,1086.369,1.84,1086.37,0.097,28.876,0.149,48.476,-80.425,9.788,1.73,0,8.035,-0.001,3.985e4,241.842,51.493,0.224,307.381,241.169,4.345,0.133,6.542e6,0,4.729,0.478,0.482,0.363,0.012,0.103,0.361,1.381,4.838e-4,0,0,0,0,0.187,0.005,15.24,182.415,47.703,0.2,0.1,-27.495,436.608,314.637,0.05,0.57,5.365
32.957,6632.961,29.487,-9.815,41.266,9.816,1087.812,1.845,1087.814,0.097,28.869,0.149,48.476,-80.425,9.788,1.79,0,8.151,-0.001,3.985e4,241.842,51.493,0.224,307.079,241.169,4.325,0.131,6.485e6,0,4.656,0.478,0.483,0.364,0.012,0.103,0.375,1.425,-3.45E-04,0,0,0,0,0.196,0.005,15.24,182.415,47.299,0.201,0.1,-27.506,436.516,314.63,0.05,0.57,5.272
33.007,6634.423,28.997,-9.812,40.912,9.813,1089.256,1.851,1089.257,0.097,28.861,0.149,48.476,-80.425,9.788,1.853,0,8.268,-9.76E-04,3.985e4,241.842,51.493,0.224,306.77,241.169,4.305,0.13,6.429e6,0,4.583,0.479,0.483,0.364,0.012,0.103,0.389,1.47,1.498e-5,0,0,0,0,0.205,0.005,15.24,182.415,46.888,0.201,0.1,-27.516,436.425,314.624,0.05,0.571,5.181
33.057,6635.861,28.506,-9.808,40.56,9.809,1090.698,1.856,1090.7,0.097,28.854,0.149,48.476,-80.425,9.788,1.918,0,8.387,-9.43E-04,3.985e4,241.842,51.493,0.224,306.453,241.169,4.284,0.129,6.373e6,0,4.512,0.479,0.484,0.365,0.012,0.103,0.404,1.516,-2.31E-04,0,0,0,0,0.214,0.005,15.24,182.415,46.472,0.201,0.1,-27.527,436.336,314.618,0.05,0.571,5.091
33.107,6637.274,28.016,-9.804,40.212,9.805,1092.141,1.861,1092.143,0.098,28.846,0.15,48.476,-80.425,9.788,1.985,0,8.508,-8.87E-04,3.985e4,241.842,51.493,0.224,306.127,241.169,4.262,0.128,6.318e6,0,4.442,0.48,0.485,0.365,0.012,0.103,0.42,1.565,1.672e-4,0,0,0,0,0.224,0.005,15.24,182.415,46.05,0.202,0.1,-27.537,436.249,314.612,0.05,0.571,5.004
33.157,6638.662,27.526,-9.8,39.866,9.802,1093.583,1.866,1093.585,0.098,28.839,0.15,48.476,-80.425,9.788,2.055,0,8.63,-8.04E-04,3.985e4,241.842,51.493,0.224,305.793,241.169,4.24,0.127,6.263e6,0,4.374,0.48,0.486,0.366,0.011,0.103,0.436,1.614,-3.77E-04,0,0,0,0,0.235,0.005,15.24,182.415,45.621,0.202,0.1,-27.547,436.163,314.606,0.05,0.572,4.917
33.207,6640.026,27.036,-9.797,39.524,9.798,1095.025,1.871,1095.026,0.098,28.831,0.15,48.476,-80.425,9.788,2.126,0,8.754,-7.79E-04,3.985e4,241.842,51.493,0.224,305.451,241.169,4.218,0.126,6.209e6,0,4.306,0.481,0.487,0.367,0.011,0.103,0.453,1.663,4.363e-5,0,0,0,0,0.246,0.005,15.24,182.415,45.187,0.202,0.1,-27.556,436.078,314.6,0.05,0.572,4.832
33.257,6641.366,26.546,-9.793,39.185,9.794,1096.466,1.876,1096.468,0.098,28.824,0.15,48.476,-80.425,9.788,2.2,0,8.879,-7.13E-04,3.985e4,241.842,51.493,0.224,305.1,241.169,4.195,0.125,6.155e6,0,4.24,0.481,0.488,0.367,0.011,0.103,0.47,1.715,4.658e-4,0,0,0,0,0.257,0.005,15.24,182.415,44.746,0.202,0.1,-27.566,435.995,314.594,0.05,0.572,4.749
33.307,6642.681,26.056,-9.789,38.85,9.79,1097.907,1.881,1097.909,0.098,28.816,0.151,48.476,-80.425,9.788,2.276,0,9.007,-6.13E-04,3.985e4,241.842,51.493,0.224,304.741,241.169,4.171,0.124,6.101e6,0,4.176,0.482,0.489,0.368,0.011,0.103,0.488,1.768,3.573e-4,0,0,0,0,0.269,0.005,15.24,182.415,44.299,0.203,0.1,-27.575,435.914,314.588,0.05,0.573,4.667
33.357,6643.971,25.567,-9.785,38.518,9.786,1099.348,1.886,1099.349,0.098,28.809,0.151,48.476,-80.425,9.788,2.355,0,9.136,-5.95E-04,3.985e4,241.842,51.493,0.224,304.374,241.169,4.147,0.123,6.049e6,0,4.113,0.482,0.49,0.368,0.011,0.102,0.507,1.822,1.664e-4,0,0,0,0,0.282,0.005,15.24,182.415,43.845,0.203,0.1,-27.584,435.834,314.583,0.05,0.573,4.587
33.407,6645.238,25.078,-9.781,38.189,9.782,1100.788,1.892,1100.79,0.098,28.801,0.151,48.476,-80.425,9.788,2.436,0,9.266,-5.10E-04,3.985e4,241.842,51.493,0.224,303.998,241.169,4.123,0.122,5.997e6,0,4.051,0.483,0.491,0.369,0.011,0.102,0.527,1.877,-2.30E-05,0,0,0,0,0.295,0.005,15.24,182.415,43.385,0.203,0.1,-27.593,435.756,314.577,0.05,0.573,4.509
33.457,6646.479,24.589,-9.777,37.864,9.779,1102.228,1.897,1102.229,0.099,28.793,0.152,48.476,-80.425,9.788,2.52,0,9.398,-4.37E-04,3.985e4,241.842,51.493,0.224,303.614,241.169,4.097,0.121,5.945e6,0,3.99,0.483,0.492,0.369,0.011,0.102,0.547,1.933,3.627e-4,0,0,0,0,0.309,0.005,15.24,182.415,42.918,0.203,0.1,-27.602,435.679,314.572,0.05,0.574,4.432
33.507,6647.696,24.1,-9.773,37.543,9.775,1103.667,1.902,1103.669,0.099,28.786,0.152,48.476,-80.425,9.788,2.606,0,9.532,-4.31E-04,3.985e4,241.842,51.493,0.224,303.222,241.169,4.072,0.12,5.894e6,0,3.931,0.484,0.493,0.37,0.011,0.102,0.568,1.99,-2.10E-04,0,0,0,0,0.323,0.005,15.24,182.415,42.445,0.204,0.1,-27.611,435.604,314.567,0.05,0.574,4.356
33.557,6648.889,23.612,-9.769,37.225,9.771,1105.106,1.907,1105.108,0.099,28.778,0.152,48.476,-80.425,9.788,2.695,0,9.668,-3.73E-04,3.985e4,241.842,51.493,0.224,302.822,241.169,4.045,0.119,5.844e6,0,3.873,0.484,0.494,0.37,0.011,0.102,0.59,2.049,1.663e-4,0,0,0,0,0.338,0.005,15.24,182.415,41.965,0.204,0.1,-27.619,435.53,314.561,0.05,0.575,4.282
33.607,6650.058,23.123,-9.765,36.911,9.767,1106.545,1.912,1106.547,0.099,28.771,0.153,48.476,-80.425,9.788,2.786,0,9.805,-3.16E-04,3.985e4,241.842,51.493,0.224,302.414,241.169,4.019,0.118,5.794e6,0,3.817,0.485,0.495,0.371,0.011,0.102,0.613,2.109,3.811e-4,0,0,0,0,0.354,0.005,15.24,182.415,41.478,0.204,0.1,-27.628,435.457,314.556,0.05,0.575,4.21
33.657,6651.202,22.635,-9.761,36.601,9.762,1107.983,1.917,1107.985,0.099,28.763,0.153,48.476,-80.425,9.788,2.88,0,9.943,-2.87E-04,3.985e4,241.842,51.493,0.224,301.998,241.169,3.991,0.117,5.745e6,0,3.762,0.485,0.496,0.371,0.011,0.102,0.637,2.17,-6.15E-05,0,0,0,0,0.37,0.005,15.24,182.415,40.985,0.205,0.1,-27.636,435.387,314.552,0.05,0.576,4.139
33.707,6652.321,22.147,-9.757,36.296,9.758,1109.421,1.923,1109.423,0.099,28.755,0.153,48.476,-80.425,9.788,2.977,-3.40E-07,10.084,-2.64E-04,3.985e4,241.842,51.493,0.224,301.574,241.169,3.964,0.116,5.697e6,0,3.708,0.486,0.497,0.372,0.011,0.102,0.661,2.233,2.796e-5,0,0,0,0,0.387,0.005,15.24,182.415,40.484,0.205,0.1,-27.644,435.317,314.547,0.05,0.576,4.069
33.757,6653.416,21.659,-9.753,35.994,9.754,1110.859,1.928,1110.861,0.099,28.748,0.154,48.476,-80.425,9.788,3.076,0,10.226,-2.11E-04,3.985e4,241.842,51.493,0.224,301.143,241.169,3.935,0.115,5.649e6,0,3.656,0.486,0.499,0.373,0.011,0.102,0.686,2.296,-3.69E-04,0,0,0,0,0.404,0.005,15.24,182.415,39.976,0.205,0.1,-27.652,435.25,314.542,0.05,0.576,4.002
33.807,6654.487,21.172,-9.749,35.696,9.75,1112.296,1.933,1112.298,0.1,28.74,0.154,48.476,-80.425,9.788,3.178,0,10.369,-1.57E-04,3.985e4,241.842,51.493,0.224,300.705,241.169,3.907,0.114,5.602e6,0,3.605,0.487,0.5,0.373,0.011,0.102,0.713,2.361,-4.87E-04,0,0,0,0,0.423,0.005,15.24,182.415,39.461,0.205,0.1,-27.659,435.183,314.537,0.05,0.577,3.935
33.857,6655.533,20.685,-9.744,35.403,9.746,1113.733,1.938,1113.735,0.1,28.732,0.154,48.476,-80.425,9.788,3.283,0,10.514,-1.10E-04,3.985e4,241.842,51.493,0.224,300.259,241.169,3.877,0.113,5.556e6,0,3.555,0.487,0.501,0.374,0.011,0.102,0.74,2.427,1.936e-4,0,0,0,0,0.442,0.005,15.24,182.415,38.939,0.206,0.1,-27.667,435.119,314.533,0.05,0.577,3.87
33.907,6656.556,20.197,-9.74,35.115,9.741,1115.169,1.943,1115.171,0.1,28.725,0.154,48.476,-80.425,9.788,3.391,0,10.661,-5.26E-05,3.985e4,241.842,51.493,0.224,299.806,241.169,3.848,0.112,5.51e6,0,3.507,0.488,0.503,0.374,0.011,0.102,0.768,2.493,2.509e-4,0,0,0,0,0.462,0.005,15.24,182.415,38.41,0.206,0.1,-27.674,435.055,314.528,0.05,0.578,3.807
33.957,6657.553,19.711,-9.736,34.831,9.737,1116.605,1.949,1116.607,0.1,28.717,0.155,48.476,-80.425,9.788,3.501,0,10.809,-2.33E-05,3.985e4,241.842,51.493,0.224,299.347,241.169,3.817,0.111,5.465e6,0,3.46,0.488,0.504,0.375,0.011,0.102,0.797,2.561,-4.53E-04,0,0,0,0,0.482,0.005,15.24,182.415,37.873,0.206,0.1,-27.681,434.994,314.524,0.05,0.578,3.745
34.007,6658.527,19.224,-9.731,34.551,9.732,1118.041,1.954,1118.043,0.1,28.709,0.155,48.476,-80.425,9.788,3.614,0,10.959,2.247e-5,3.985e4,241.842,51.493,0.224,298.882,241.169,3.787,0.11,5.421e6,0,3.415,0.489,0.506,0.375,0.011,0.102,0.827,2.629,2.346e-4,0,0,0,0,0.504,0.005,15.24,182.415,37.329,0.206,0.1,-27.688,434.933,314.52,0.05,0.578,3.685
34.057,6659.476,18.737,-9.727,34.276,9.728,1119.476,1.959,1119.478,0.1,28.701,0.155,48.476,-80.425,9.788,3.73,0,11.11,5.957e-5,3.985e4,241.842,51.493,0.224,298.411,241.169,3.756,0.109,5.378e6,0,3.371,0.489,0.507,0.376,0.011,0.102,0.858,2.698,-3.74E-04,0,0,0,0,0.526,0.005,15.24,182.415,36.777,0.207,0.1,-27.695,434.875,314.516,0.05,0.579,3.626
34.107,6660.4,18.251,-9.722,34.006,9.723,1120.911,1.964,1120.913,0.1,28.694,0.156,48.476,-80.425,9.788,3.849,-2.90E-07,11.263,8.892e-5,3.985e4,241.842,51.493,0.224,297.934,241.169,3.725,0.108,5.335e6,0,3.328,0.49,0.509,0.376,0.011,0.102,0.891,2.767,2.953e-4,0,0,0,0,0.549,0.005,15.24,182.415,36.218,0.207,0.1,-27.701,434.817,314.512,0.05,0.579,3.569
34.157,6661.301,17.765,-9.717,33.741,9.719,1122.346,1.97,1122.347,0.101,28.686,0.156,48.476,-80.425,9.788,3.97,0,11.417,1.355e-4,3.985e4,241.842,51.493,0.224,297.452,241.169,3.693,0.108,5.293e6,0,3.287,0.49,0.51,0.377,0.011,0.102,0.924,2.838,-1.68E-05,0,0,0,0,0.573,0.005,15.24,182.415,35.651,0.207,0.1,-27.708,434.762,314.508,0.05,0.579,3.513
34.207,6662.177,17.279,-9.713,33.481,9.714,1123.78,1.975,1123.781,0.101,28.678,0.156,48.476,-80.425,9.788,4.094,0,11.573,1.516e-4,3.985e4,241.842,51.493,0.224,296.965,241.169,3.661,0.107,5.252e6,0,3.247,0.491,0.512,0.377,0.011,0.102,0.958,2.909,1.798e-4,0,0,0,0,0.598,0.004,15.24,182.415,35.076,0.207,0.1,-27.714,434.707,314.504,0.05,0.58,3.459
34.257,6663.029,16.794,-9.708,33.227,9.709,1125.213,1.98,1125.215,0.101,28.67,0.156,48.476,-80.425,9.788,4.22,0,11.73,1.693e-4,3.985e4,241.842,51.493,0.224,296.474,241.169,3.629,0.106,5.212e6,0,3.208,0.491,0.514,0.378,0.011,0.102,0.993,2.98,4.621e-4,0,0,0,0,0.624,0.004,15.24,182.415,34.494,0.208,0.1,-27.72,434.655,314.5,0.05,0.58,3.406
34.307,6663.856,16.309,-9.703,32.977,9.704,1126.647,1.985,1126.648,0.101,28.662,0.156,48.476,-80.425,9.788,4.349,0,11.889,2.055e-4,3.985e4,241.842,51.493,0.224,295.98,241.169,3.596,0.105,5.173e6,0,3.171,0.491,0.515,0.378,0.011,0.102,1.03,3.053,-5.51E-05,0,0,0,0,0.651,0.004,15.24,182.415,33.903,0.208,0.1,-27.726,434.603,314.497,0.05,0.58,3.355
34.357,6664.66,15.824,-9.698,32.733,9.7,1128.08,1.991,1128.081,0.101,28.655,0.156,48.476,-80.425,9.788,4.481,0,12.048,2.006e-4,3.985e4,241.842,51.493,0.224,295.482,241.169,3.564,0.104,5.135e6,0,3.135,0.492,0.517,0.379,0.011,0.102,1.067,3.125,4.395e-4,0,0,0,0,0.678,0.004,15.24,182.415,33.305,0.208,0.1,-27.732,434.554,314.493,0.05,0.581,3.305
34.407,6665.439,15.339,-9.693,32.495,9.695,1129.512,1.996,1129.514,0.101,28.647,0.156,48.476,-80.425,9.788,4.615,0,12.21,2.388e-4,3.985e4,241.842,51.493,0.224,294.982,241.169,3.531,0.104,5.097e6,0,3.1,0.492,0.519,0.379,0.011,0.102,1.106,3.197,1.674e-4,0,0,0,0,0.707,0.004,15.24,182.415,32.698,0.209,0.1,-27.737,434.505,314.49,0.05,0.581,3.257
34.457,6666.193,14.854,-9.688,32.262,9.69,1130.944,2.001,1130.946,0.101,28.639,0.157,48.476,-80.425,9.788,4.751,0,12.372,2.294e-4,3.985e4,241.842,51.493,0.224,294.479,241.169,3.498,0.103,5.06e6,0,3.067,0.493,0.521,0.38,0.011,0.102,1.145,3.269,1.288e-4,0,0,0,0,0.736,0.004,15.24,182.415,32.084,0.209,0.1,-27.743,434.459,314.487,0.05,0.581,3.21
34.507,6666.924,14.37,-9.683,32.035,9.684,1132.376,2.007,1132.378,0.102,28.631,0.157,48.476,-80.425,9.788,4.889,0,12.536,2.589e-4,3.985e4,241.842,51.493,0.224,293.975,241.169,3.465,0.102,5.025e6,0,3.035,0.493,0.523,0.38,0.011,0.102,1.186,3.342,4.705e-4,0,0,0,0,0.766,0.004,15.24,182.415,31.461,0.209,0.1,-27.748,434.413,314.484,0.05,0.582,3.165
34.557,6667.63,13.886,-9.678,31.814,9.679,1133.807,2.012,1133.809,0.102,28.623,0.156,48.476,-80.425,9.788,5.029,0,12.701,2.312e-4,3.985e4,241.842,51.493,0.224,293.47,241.169,3.432,0.101,4.99e6,0,3.005,0.494,0.525,0.381,0.011,0.102,1.227,3.414,4.537e-4,0,0,0,0,0.798,0.004,15.24,182.415,30.83,0.209,0.1,-27.753,434.37,314.481,0.05,0.582,3.121
34.607,6668.313,13.402,-9.673,31.599,9.674,1135.238,2.017,1135.24,0.102,28.616,0.156,48.476,-80.425,9.788,5.171,0,12.867,2.369e-4,3.985e4,241.842,51.493,0.224,292.965,241.169,3.399,0.101,4.956e6,0,2.976,0.494,0.527,0.381,0.011,0.102,1.27,3.485,-1.33E-04,0,0,0,0,0.83,0.004,15.24,182.415,30.191,0.21,0.1,-27.758,434.328,314.478,0.05,0.583,3.079
34.657,6668.971,12.919,-9.667,31.389,9.669,1136.669,2.022,1136.671,0.102,28.608,0.156,48.476,-80.425,9.788,5.315,0,13.035,2.394e-4,3.985e4,241.842,51.493,0.224,292.461,241.169,3.366,0.1,4.923e6,0,2.948,0.495,0.529,0.382,0.011,0.102,1.313,3.557,-1.39E-05,0,0,0,0,0.863,0.004,15.24,182.415,29.543,0.21,0.1,-27.762,434.287,314.475,0.05,0.583,3.038
34.707,6669.605,12.435,-9.662,31.186,9.663,1138.099,2.028,1138.101,0.102,28.6,0.156,48.476,-80.425,9.788,5.461,0,13.203,2.699e-4,3.985e4,241.842,51.493,0.224,291.958,241.169,3.333,0.099,4.891e6,0,2.921,0.495,0.531,0.382,0.011,0.102,1.358,3.628,4.199e-4,0,0,0,0,0.897,0.004,15.24,182.415,28.887,0.21,0.1,-27.767,434.248,314.472,0.05,0.584,2.999
34.757,6670.214,11.952,-9.657,30.99,9.658,1139.529,2.033,1139.531,0.102,28.592,0.156,48.476,-80.425,9.788,5.607,0,13.373,2.843e-4,3.985e4,241.842,51.493,0.224,291.457,241.169,3.3,0.099,4.86e6,0,2.896,0.495,0.533,0.382,0.011,0.102,1.403,3.697,4.52e-4,0,0,0,0,0.932,0.004,15.24,182.415,28.223,0.21,0.1,-27.771,434.21,314.469,0.05,0.584,2.961
34.807,6670.8,11.47,-9.651,30.8,9.652,1140.958,2.038,1140.96,0.102,28.584,0.155,48.476,-80.425,9.788,5.755,0,13.544,2.502e-4,3.985e4,241.842,51.493,0.224,290.958,241.169,3.267,0.098,4.83e6,0,2.872,0.496,0.535,0.383,0.011,0.102,1.449,3.766,-2.85E-04,0,0,0,0,0.967,0.004,15.24,182.415,27.55,0.211,0.1,-27.776,434.174,314.467,0.05,0.584,2.924
34.857,6671.361,10.987,-9.645,30.616,9.647,1142.387,2.044,1142.389,0.103,28.577,0.155,48.476,-80.425,9.788,5.904,0,13.716,2.661e-4,3.985e4,241.842,51.493,0.224,290.463,241.169,3.235,0.098,4.801e6,0,2.85,0.496,0.537,0.383,0.011,0.102,1.496,3.834,3.023e-4,0,0,0,0,1.004,0.004,15.24,182.415,26.869,0.211,0.1,-27.78,434.139,314.465,0.05,0.585,2.889
34.907,6671.899,10.505,-9.64,30.439,9.641,1143.816,2.049,1143.818,0.103,28.569,0.154,48.476,-80.425,9.788,6.054,0,13.889,2.718e-4,3.985e4,241.842,51.493,0.224,289.973,241.169,3.202,0.097,4.773e6,0,2.828,0.496,0.54,0.384,0.011,0.102,1.543,3.902,-3.42E-04,0,0,0,0,1.041,0.004,15.24,182.415,26.178,0.211,0.1,-27.783,434.106,314.462,0.05,0.585,2.856
34.957,6672.412,10.023,-9.634,30.269,9.635,1145.244,2.054,1145.246,0.103,28.561,0.154,48.476,-80.425,9.788,6.204,0,14.063,2.937e-4,3.985e4,241.842,51.493,0.224,289.487,241.169,3.17,0.097,4.747e6,0,2.808,0.497,0.542,0.384,0.011,0.102,1.592,3.967,-1.48E-04,0,0,0,0,1.08,0.004,15.24,182.415,25.48,0.212,0.1,-27.787,434.074,314.46,0.05,0.586,2.824
35.007,6672.901,9.542,-9.628,30.106,9.63,1146.672,2.06,1146.674,0.103,28.554,0.153,48.476,-80.424,9.788,6.354,0,14.237,3.078e-4,3.985e4,241.842,51.493,0.224,289.008,241.169,3.139,0.096,4.721e6,0,2.789,0.497,0.544,0.384,0.011,0.102,1.64,4.031,7.799e-5,0,0,0,0,1.118,0.004,15.24,182.415,24.772,0.212,0.1,-27.79,434.044,314.458,0.05,0.586,2.793
35.057,6673.366,9.061,-9.623,29.949,9.624,1148.1,2.065,1148.101,0.103,28.546,0.152,48.476,-80.424,9.788,6.504,0,14.413,3.148e-4,3.985e4,241.842,51.493,0.224,288.535,241.169,3.108,0.096,4.696e6,0,2.772,0.498,0.546,0.385,0.011,0.102,1.689,4.092,4.819e-4,0,0,0,0,1.158,0.004,15.24,182.415,24.056,0.212,0.1,-27.794,434.015,314.456,0.05,0.586,2.764
35.107,6673.807,8.58,-9.617,29.8,9.618,1149.527,2.071,1149.528,0.103,28.538,0.151,48.476,-80.424,9.788,6.653,0,14.589,3.112e-4,3.985e4,241.842,51.493,0.224,288.07,241.169,3.077,0.095,4.673e6,0,2.755,0.498,0.549,0.385,0.011,0.102,1.739,4.152,-3.43E-04,0,0,0,0,1.199,0.004,15.24,182.415,23.331,0.212,0.1,-27.797,433.987,314.454,0.05,0.587,2.737
35.157,6674.224,8.099,-9.611,29.658,9.612,1150.953,2.076,1150.955,0.103,28.531,0.15,48.476,-80.424,9.788,6.802,0,14.767,3.283e-4,3.985e4,241.842,51.493,0.224,287.614,241.169,3.048,0.095,4.651e6,0,2.74,0.498,0.551,0.385,0.011,0.102,1.788,4.211,4.137e-4,0,0,0,0,1.24,0.004,15.24,182.415,22.597,0.213,0.1,-27.8,433.962,314.452,0.05,0.587,2.71
35.207,6674.617,7.618,-9.605,29.523,9.606,1152.38,2.081,1152.382,0.103,28.523,0.149,48.476,-80.424,9.788,6.95,0,14.945,3.301e-4,3.985e4,241.842,51.493,0.224,287.166,241.169,3.018,0.094,4.63e6,0,2.726,0.498,0.553,0.386,0.011,0.102,1.838,4.267,-3.32E-04,0,0,0,0,1.281,0.004,15.24,182.415,21.854,0.213,0.1,-27.803,433.937,314.45,0.05,0.587,2.686
35.257,6674.986,7.138,-9.599,29.396,9.6,1153.806,2.087,1153.808,0.104,28.516,0.148,48.476,-80.424,9.788,7.096,0,15.123,3.383e-4,3.985e4,241.842,51.493,0.224,286.729,241.169,2.99,0.094,4.61e6,0,2.714,0.499,0.555,0.386,0.011,0.102,1.888,4.32,-4.57E-04,0,0,0,0,1.323,0.004,15.24,182.415,21.102,0.213,0.1,-27.805,433.914,314.449,0.05,0.588,2.662
35.307,6675.331,6.659,-9.593,29.276,9.594,1155.231,2.092,1155.233,0.104,28.509,0.146,48.476,-80.424,9.788,7.24,0,15.303,3.507e-4,3.985e4,241.842,51.493,0.224,286.304,241.169,2.962,0.093,4.591e6,0,2.702,0.499,0.557,0.386,0.011,0.102,1.937,4.37,3.594e-5,0,0,0,0,1.366,0.004,15.24,182.415,20.342,0.213,0.1,-27.808,433.893,314.447,0.05,0.588,2.641
35.357,6675.652,6.179,-9.587,29.163,9.588,1156.656,2.097,1156.658,0.104,28.501,0.145,48.476,-80.424,9.788,7.381,0,15.483,3.617e-4,3.985e4,241.842,51.493,0.224,285.89,241.169,2.934,0.093,4.573e6,0,2.691,0.499,0.559,0.386,0.011,0.102,1.986,4.418,-1.55E-04,0,0,0,0,1.409,0.004,15.24,182.415,19.572,0.214,0.1,-27.81,433.873,314.446,0.05,0.589,2.62
35.407,6675.949,5.7,-9.581,29.059,9.583,1158.081,2.103,1158.083,0.104,28.494,0.143,48.476,-80.424,9.788,7.52,0,15.663,3.537e-4,3.985e4,241.842,51.493,0.224,285.489,241.169,2.908,0.093,4.557e6,0,2.682,0.499,0.561,0.387,0.011,0.102,2.034,4.463,2.092e-4,0,0,0,0,1.452,0.004,15.24,182.415,18.793,0.214,0.1,-27.812,433.855,314.445,0.05,0.589,2.601
35.457,6676.222,5.221,-9.576,28.961,9.577,1159.506,2.108,1159.508,0.104,28.487,0.141,48.476,-80.424,9.788,7.656,0,15.844,3.58e-4,3.985e4,241.842,51.493,0.224,285.102,241.169,2.883,0.092,4.541e6,0,2.674,0.5,0.563,0.387,0.011,0.102,2.082,4.506,-1.55E-04,0,0,0,0,1.496,0.004,15.24,182.415,18.006,0.214,0.1,-27.814,433.838,314.444,0.05,0.589,2.584
35.507,6676.471,4.742,-9.57,28.872,9.571,1160.93,2.114,1160.932,0.104,28.48,0.139,48.476,-80.424,9.788,7.788,0,16.026,3.735e-4,3.985e4,241.842,51.493,0.224,284.73,241.169,2.858,0.092,4.527e6,0,2.666,0.5,0.565,0.387,0.011,0.102,2.129,4.545,3.519e-4,0,0,0,0,1.54,0.004,15.24,182.415,17.209,0.215,0.1,-27.816,433.823,314.442,0.05,0.59,2.568
