# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Dynamic Pressure (mbar)
128.668,395.107,-26.796,139.862,26.796,139.862,1512.606,3.839,1512.611,0.145,0.083,0.09,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.079,6.941e6,0,5964.372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.909,969.078,341.546,0.001,0.645,4.179
128.669,395.08,-26.657,138.312,26.657,138.312,1512.606,3.839,1512.611,0.145,0.083,0.089,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.078,6.906e6,0,5902.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.909,969.081,341.546,0.001,0.645,4.136
128.67,395.054,-26.521,136.787,26.521,136.787,1512.606,3.839,1512.611,0.145,0.084,0.088,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.078,6.87e6,0,5841.845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.909,969.084,341.546,0.001,0.645,4.094
128.671,395.027,-26.385,135.287,26.385,135.287,1512.606,3.839,1512.611,0.145,0.084,0.087,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.078,6.835e6,0,5782.061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.909,969.087,341.546,0.001,0.645,4.052
128.672,395.001,-26.252,133.811,26.252,133.811,1512.606,3.839,1512.611,0.145,0.084,0.086,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.077,6.801e6,0,5723.235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.91,969.09,341.546,0.001,0.645,4.011
128.673,394.975,-26.119,132.358,26.119,132.358,1512.606,3.839,1512.611,0.145,0.084,0.086,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.077,6.766e6,0,5665.346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.91,969.093,341.546,0.001,0.645,3.971
128.674,394.949,-25.988,130.928,25.988,130.928,1512.606,3.839,1512.611,0.145,0.084,0.085,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.076,6.732e6,0,5608.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.91,969.096,341.546,0.001,0.646,3.931
128.675,394.923,-25.859,129.521,25.859,129.521,1512.606,3.839,1512.61,0.145,0.084,0.084,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.076,6.699e6,0,5552.303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.91,969.099,341.546,0.001,0.646,3.892
128.676,394.897,-25.731,128.136,25.731,128.136,1512.606,3.839,1512.61,0.145,0.084,0.083,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.076,6.666e6,0,5497.111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.91,969.102,341.547,0.001,0.646,3.854
128.677,394.871,-25.604,126.773,25.604,126.773,1512.605,3.839,1512.61,0.145,0.084,0.082,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.075,6.633e6,0,5442.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.91,969.105,341.547,0.001,0.646,3.816
128.678,394.846,-25.478,125.431,25.478,125.431,1512.605,3.839,1512.61,0.145,0.084,0.081,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.075,6.6e6,0,5389.293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.911,969.108,341.547,0.001,0.646,3.778
128.679,394.82,-25.354,124.109,25.354,124.109,1512.605,3.839,1512.61,0.145,0.084,0.08,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.075,6.568e6,0,5336.631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.911,969.111,341.547,0.001,0.646,3.742
128.68,394.795,-25.232,122.808,25.232,122.808,1512.605,3.839,1512.61,0.145,0.084,0.08,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.074,6.536e6,0,5284.779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.911,969.114,341.547,0.001,0.646,3.706
128.681,394.77,-25.11,121.527,25.11,121.527,1512.605,3.839,1512.61,0.145,0.084,0.079,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.074,6.505e6,0,5233.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.911,969.117,341.547,0.001,0.646,3.67
128.682,394.745,-24.99,120.265,24.99,120.265,1512.605,3.839,1512.61,0.145,0.085,0.078,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.074,6.474e6,0,5183.437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.911,969.119,341.547,0.001,0.647,3.635
128.683,394.72,-24.871,119.022,24.871,119.022,1512.605,3.839,1512.61,0.145,0.085,0.077,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.073,6.443e6,0,5133.916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.912,969.122,341.547,0.001,0.647,3.6
128.684,394.695,-24.753,117.798,24.753,117.798,1512.605,3.839,1512.61,0.145,0.085,0.076,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.073,6.412e6,0,5085.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.912,969.125,341.547,0.001,0.647,3.566
128.685,394.67,-24.636,116.593,24.636,116.593,1512.605,3.839,1512.61,0.145,0.085,0.076,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.072,6.382e6,0,5037.095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.912,969.128,341.548,0.001,0.647,3.533
128.686,394.646,-24.521,115.405,24.521,115.405,1512.605,3.839,1512.61,0.145,0.085,0.075,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.072,6.352e6,0,4989.766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.912,969.131,341.548,0.001,0.647,3.5
128.687,394.621,-24.407,114.235,24.407,114.235,1512.605,3.839,1512.609,0.145,0.085,0.074,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.072,6.323e6,0,4943.139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.912,969.134,341.548,0.001,0.647,3.467
128.688,394.597,-24.294,113.082,24.294,113.082,1512.605,3.839,1512.609,0.145,0.085,0.074,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.071,6.293e6,0,4897.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.912,969.136,341.548,0.001,0.647,3.435
128.689,394.573,-24.182,111.946,24.182,111.946,1512.604,3.839,1512.609,0.145,0.085,0.073,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.071,6.265e6,0,4851.936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.913,969.139,341.548,0.001,0.648,3.404
128.69,394.549,-24.071,110.827,24.071,110.827,1512.604,3.839,1512.609,0.145,0.085,0.072,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.071,6.236e6,0,4807.334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.913,969.142,341.548,0.001,0.648,3.373
128.691,394.525,-23.961,109.724,23.961,109.724,1512.604,3.839,1512.609,0.145,0.085,0.071,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.07,6.207e6,0,4763.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.913,969.145,341.548,0.001,0.648,3.342
128.692,394.501,-23.852,108.637,23.852,108.637,1512.604,3.839,1512.609,0.145,0.085,0.071,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.07,6.179e6,0,4720.063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.913,969.147,341.548,0.001,0.648,3.312
128.693,394.477,-23.745,107.566,23.745,107.566,1512.604,3.839,1512.609,0.145,0.085,0.07,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.07,6.151e6,0,4677.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.913,969.15,341.548,0.001,0.649,3.282
128.694,394.453,-23.638,106.51,23.638,106.51,1512.604,3.839,1512.609,0.145,0.085,0.069,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.07,6.124e6,0,4635.289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.913,969.153,341.548,0.001,0.649,3.253
128.695,394.43,-23.533,105.469,23.533,105.469,1512.604,3.839,1512.609,0.145,0.085,0.069,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.069,6.097e6,0,4593.808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.914,969.155,341.549,0.001,0.649,3.224
128.696,394.406,-23.428,104.443,23.428,104.443,1512.604,3.839,1512.609,0.145,0.086,0.068,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.069,6.069e6,0,4552.916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.914,969.158,341.549,0.001,0.649,3.195
128.697,394.383,-23.325,103.431,23.325,103.431,1512.604,3.839,1512.609,0.145,0.086,0.068,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.069,6.043e6,0,4512.603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.914,969.161,341.549,0.001,0.649,3.167
128.698,394.359,-23.222,102.434,23.222,102.434,1512.604,3.839,1512.609,0.145,0.086,0.067,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.068,6.016e6,0,4472.856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.914,969.163,341.549,0.001,0.65,3.139
128.699,394.336,-23.119,101.448,23.119,101.448,1512.604,3.839,1512.608,0.145,0.086,0.066,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.068,5.989e6,0,4433.564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.914,969.166,341.549,0.001,0.65,3.111
128.7,394.312,-23.016,100.462,23.016,100.462,1512.603,3.839,1512.608,0.145,0.086,0.066,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.068,5.963e6,0,4394.272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.914,969.169,341.549,0.001,0.65,3.083
128.701,394.288,-22.912,99.476,22.912,99.476,1512.603,3.839,1512.608,0.145,0.086,0.065,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.067,5.936e6,0,4354.984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.915,969.171,341.549,0.001,0.65,3.056
128.702,394.264,-22.807,98.49,22.807,98.49,1512.603,3.839,1512.608,0.145,0.086,0.064,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.067,5.909e6,0,4315.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.915,969.174,341.549,0.001,0.65,3.028
128.703,394.239,-22.702,97.505,22.702,97.505,1512.603,3.839,1512.608,0.145,0.086,0.064,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.067,5.881e6,0,4276.426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.915,969.177,341.549,0.001,0.65,3
128.704,394.215,-22.597,96.519,22.597,96.519,1512.603,3.839,1512.608,0.145,0.086,0.063,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.066,5.854e6,0,4237.155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.915,969.18,341.549,0.001,0.651,2.972
128.705,394.19,-22.491,95.534,22.491,95.534,1512.603,3.839,1512.608,0.145,0.086,0.063,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.066,5.827e6,0,4197.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.915,969.182,341.55,0.001,0.651,2.944
128.706,394.164,-22.384,94.549,22.384,94.549,1512.603,3.839,1512.608,0.145,0.086,0.062,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.066,5.799e6,0,4158.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.915,969.185,341.55,0.001,0.651,2.917
128.707,394.139,-22.277,93.564,22.277,93.564,1512.603,3.839,1512.608,0.145,0.086,0.061,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.066,5.771e6,0,4119.376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.916,969.188,341.55,0.001,0.651,2.889
128.709,394.113,-22.17,92.579,22.17,92.579,1512.603,3.839,1512.608,0.145,0.086,0.061,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.065,5.744e6,0,4080.129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.916,969.191,341.55,0.001,0.651,2.861
128.71,394.087,-22.062,91.594,22.062,91.594,1512.603,3.839,1512.608,0.145,0.086,0.06,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.065,5.716e6,0,4040.887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.916,969.194,341.55,0.001,0.651,2.833
128.711,394.061,-21.953,90.61,21.954,90.61,1512.603,3.839,1512.607,0.145,0.087,0.06,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.065,5.687e6,0,4001.651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.916,969.197,341.55,0.001,0.651,2.806
128.712,394.034,-21.845,89.625,21.845,89.625,1512.602,3.839,1512.607,0.145,0.087,0.059,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.064,5.659e6,0,3962.422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.916,969.2,341.55,0.001,0.651,2.778
128.713,394.007,-21.735,88.641,21.735,88.641,1512.602,3.839,1512.607,0.145,0.087,0.058,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.064,5.631e6,0,3923.199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.917,969.203,341.55,0.001,0.652,2.75
128.715,393.98,-21.625,87.657,21.625,87.657,1512.602,3.839,1512.607,0.145,0.087,0.058,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.064,5.602e6,0,3883.983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.917,969.206,341.55,0.001,0.652,2.722
128.716,393.952,-21.514,86.673,21.514,86.673,1512.602,3.839,1512.607,0.145,0.087,0.057,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.063,5.574e6,0,3844.773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.917,969.209,341.551,0.001,0.652,2.694
128.717,393.924,-21.403,85.689,21.403,85.689,1512.602,3.839,1512.607,0.145,0.087,0.056,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.063,5.545e6,0,3805.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.917,969.212,341.551,0.001,0.652,2.667
128.719,393.896,-21.292,84.706,21.292,84.706,1512.602,3.839,1512.607,0.145,0.087,0.056,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.063,5.516e6,0,3766.374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.917,969.215,341.551,0.001,0.652,2.639
128.72,393.868,-21.179,83.722,21.179,83.722,1512.602,3.839,1512.607,0.145,0.087,0.055,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.062,5.487e6,0,3727.186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.918,969.219,341.551,0.001,0.652,2.611
128.721,393.839,-21.067,82.739,21.067,82.739,1512.602,3.839,1512.607,0.145,0.087,0.055,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.062,5.458e6,0,3688.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.918,969.222,341.551,0.001,0.652,2.583
128.723,393.81,-20.953,81.756,20.953,81.756,1512.602,3.839,1512.606,0.145,0.087,0.054,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.062,5.428e6,0,3648.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.918,969.225,341.551,0.001,0.653,2.556
128.724,393.78,-20.839,80.773,20.839,80.773,1512.601,3.839,1512.606,0.145,0.087,0.053,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.061,5.399e6,0,3609.664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.918,969.228,341.551,0.001,0.653,2.528
128.725,393.751,-20.725,79.79,20.725,79.79,1512.601,3.839,1512.606,0.145,0.087,0.053,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.061,5.369e6,0,3570.506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.918,969.232,341.551,0.001,0.653,2.5
128.727,393.72,-20.609,78.808,20.609,78.808,1512.601,3.839,1512.606,0.145,0.087,0.052,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.061,5.339e6,0,3531.356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.919,969.235,341.552,0.001,0.653,2.473
128.728,393.69,-20.494,77.826,20.494,77.826,1512.601,3.839,1512.606,0.145,0.087,0.052,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.06,5.309e6,0,3492.213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.919,969.239,341.552,0.001,0.653,2.445
128.73,393.659,-20.377,76.844,20.377,76.844,1512.601,3.839,1512.606,0.145,0.088,0.051,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.06,5.279e6,0,3453.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.919,969.242,341.552,0.002,0.653,2.417
128.732,393.627,-20.26,75.862,20.26,75.862,1512.601,3.839,1512.606,0.145,0.088,0.05,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.06,5.249e6,0,3413.954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.919,969.246,341.552,0.002,0.653,2.389
128.733,393.596,-20.142,74.88,20.142,74.88,1512.601,3.839,1512.605,0.145,0.088,0.05,48.476,-80.42,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,241.169,NaN,0.059,5.218e6,0,3374.838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,16.919,969.249,341.552,0.002,0.654,2.362
