# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Dynamic Pressure (mbar)
28.357,6392.301,75.424,-10.183,81.019,10.184,953.426,1.43,953.427,0.086,29.585,0.179,48.476,-80.427,9.789,0.094,3.948e-7,2.466,0.008,3.985e4,241.842,51.493,0.224,316.54,241.169,4.946,0.257,1.299e7,0,16.999,0.446,0.446,0.323,0.015,0.108,0.018,0.084,4.294e-4,0,0,0,0,0.005,0.008,15.24,182.415,68.61,0.174,0.1,-25.793,451.412,315.669,0.05,0.287,20.869
28.407,6396.059,74.915,-10.177,80.542,10.179,954.905,1.435,954.906,0.086,29.576,0.178,48.476,-80.427,9.789,0.096,5.149e-7,2.493,0.006,3.985e4,241.842,51.493,0.224,316.52,241.169,4.944,0.255,1.291e7,0,16.801,0.446,0.446,0.324,0.015,0.108,0.018,0.087,1.133e-4,0,0,0,0,0.005,0.008,15.24,182.415,68.486,0.174,0.1,-25.819,451.179,315.652,0.05,0.288,20.616
28.457,6399.792,74.406,-10.172,80.066,10.174,956.384,1.439,956.385,0.086,29.567,0.177,48.476,-80.427,9.789,0.099,5.741e-7,2.521,0.004,3.985e4,241.842,51.493,0.224,316.498,241.169,4.943,0.254,1.283e7,0,16.604,0.447,0.447,0.324,0.015,0.108,0.019,0.089,-1.539e-4,0,0,0,0,0.005,0.008,15.24,182.415,68.361,0.175,0.1,-25.846,450.948,315.636,0.05,0.289,20.365
28.507,6403.5,73.898,-10.167,79.59,10.169,957.862,1.444,957.863,0.086,29.559,0.177,48.476,-80.427,9.789,0.102,3.227e-7,2.55,0.002,3.985e4,241.842,51.493,0.224,316.477,241.169,4.941,0.252,1.275e7,0,16.409,0.447,0.447,0.324,0.015,0.108,0.02,0.092,-1.695e-4,0,0,0,0,0.005,0.008,15.24,182.415,68.234,0.175,0.1,-25.872,450.719,315.62,0.05,0.289,20.115
28.557,6407.182,73.389,-10.162,79.115,10.164,959.339,1.448,959.34,0.087,29.55,0.176,48.476,-80.427,9.789,0.105,5.821e-7,2.578,-3.389e-4,3.985e4,241.842,51.493,0.224,316.454,241.169,4.94,0.251,1.267e7,0,16.215,0.447,0.447,0.325,0.015,0.108,0.02,0.094,-1.536e-4,0,0,0,0,0.005,0.008,15.24,182.415,68.106,0.176,0.1,-25.898,450.491,315.604,0.05,0.29,19.868
28.607,6410.839,72.882,-10.157,78.641,10.159,960.817,1.453,960.818,0.087,29.541,0.175,48.476,-80.427,9.789,0.108,4.005e-7,2.608,-0.002,3.985e4,241.842,51.493,0.224,316.432,241.169,4.938,0.249,1.259e7,0,16.023,0.447,0.447,0.325,0.015,0.108,0.021,0.096,-4.057e-4,0,0,0,0,0.006,0.008,15.24,182.415,67.976,0.176,0.1,-25.925,450.265,315.589,0.05,0.291,19.623
28.657,6414.47,72.374,-10.152,78.167,10.154,962.293,1.458,962.295,0.087,29.532,0.174,48.476,-80.427,9.789,0.111,3.514e-7,2.637,-0.004,3.985e4,241.842,51.493,0.224,316.409,241.169,4.937,0.248,1.251e7,0,15.832,0.447,0.448,0.325,0.014,0.108,0.021,0.1,-1.886e-4,0,0,0,0,0.006,0.008,15.24,182.415,67.845,0.177,0.1,-25.95,450.04,315.573,0.05,0.291,19.379
28.707,6418.076,71.866,-10.147,77.694,10.149,963.77,1.462,963.771,0.087,29.524,0.174,48.476,-80.427,9.789,0.114,5.139e-7,2.667,-0.005,3.985e4,241.842,51.493,0.224,316.385,241.169,4.935,0.246,1.243e7,0,15.643,0.448,0.448,0.326,0.014,0.107,0.022,0.102,-1.616e-4,0,0,0,0,0.006,0.008,15.24,182.415,67.712,0.177,0.1,-25.976,449.817,315.557,0.05,0.291,19.138
28.757,6421.657,71.359,-10.143,77.222,10.144,965.246,1.467,965.247,0.087,29.515,0.173,48.476,-80.427,9.789,0.117,0,2.698,-0.007,3.985e4,241.842,51.493,0.224,316.36,241.169,4.934,0.245,1.235e7,0,15.455,0.448,0.448,0.326,0.014,0.107,0.023,0.105,-4.396e-4,0,0,0,0,0.006,0.008,15.24,182.415,67.578,0.178,0.1,-26.002,449.595,315.542,0.05,0.292,18.899
28.807,6425.212,70.852,-10.138,76.75,10.139,966.721,1.471,966.722,0.087,29.506,0.172,48.476,-80.427,9.789,0.121,0,2.729,-0.008,3.985e4,241.842,51.493,0.224,316.335,241.169,4.932,0.243,1.227e7,0,15.269,0.448,0.448,0.327,0.014,0.107,0.023,0.108,-1e-4,0,0,0,0,0.006,0.008,15.24,182.415,67.443,0.178,0.1,-26.027,449.375,315.527,0.05,0.292,18.661
28.857,6428.742,70.345,-10.133,76.28,10.134,968.196,1.476,968.198,0.087,29.498,0.171,48.476,-80.427,9.789,0.124,6.762e-7,2.76,-0.009,3.985e4,241.842,51.493,0.224,316.31,241.169,4.93,0.242,1.219e7,0,15.085,0.448,0.448,0.327,0.014,0.107,0.024,0.111,2.863e-4,0,0,0,0,0.007,0.008,15.24,182.415,67.305,0.179,0.1,-26.052,449.156,315.511,0.05,0.292,18.426
28.907,6432.247,69.839,-10.128,75.809,10.13,969.671,1.481,969.672,0.087,29.489,0.171,48.476,-80.427,9.789,0.128,0,2.792,-0.01,3.985e4,241.842,51.493,0.224,316.284,241.169,4.929,0.24,1.211e7,0,14.902,0.449,0.449,0.327,0.014,0.107,0.025,0.114,-2.226e-4,0,0,0,0,0.007,0.008,15.24,182.415,67.167,0.179,0.1,-26.077,448.939,315.496,0.05,0.293,18.193
28.957,6435.726,69.332,-10.123,75.34,10.125,971.145,1.485,971.146,0.088,29.481,0.17,48.476,-80.427,9.789,0.132,3.352e-7,2.825,-0.011,3.985e4,241.842,51.493,0.224,316.257,241.169,4.927,0.239,1.204e7,0,14.72,0.449,0.449,0.328,0.014,0.107,0.025,0.118,-2.394e-4,0,0,0,0,0.007,0.008,15.24,182.415,67.026,0.179,0.1,-26.102,448.724,315.481,0.05,0.293,17.961
29.007,6439.18,68.826,-10.119,74.871,10.12,972.619,1.49,972.62,0.088,29.472,0.169,48.476,-80.427,9.789,0.136,4.437e-7,2.857,-0.012,3.985e4,241.842,51.493,0.224,316.23,241.169,4.925,0.237,1.196e7,0,14.54,0.449,0.449,0.328,0.014,0.107,0.026,0.121,4.075e-4,0,0,0,0,0.007,0.008,15.24,182.415,66.884,0.18,0.1,-26.126,448.51,315.466,0.05,0.294,17.732
29.057,6442.609,68.321,-10.114,74.403,10.115,974.092,1.494,974.094,0.088,29.464,0.169,48.476,-80.427,9.789,0.14,2.896e-7,2.891,-0.013,3.985e4,241.842,51.493,0.224,316.202,241.169,4.923,0.236,1.188e7,0,14.361,0.449,0.449,0.328,0.014,0.107,0.027,0.124,3.083e-4,0,0,0,0,0.008,0.008,15.24,182.415,66.74,0.18,0.1,-26.151,448.298,315.452,0.05,0.294,17.504
29.107,6446.012,67.815,-10.109,73.936,10.111,975.565,1.499,975.567,0.088,29.455,0.168,48.476,-80.427,9.789,0.144,4.195e-7,2.925,-0.013,3.985e4,241.842,51.493,0.224,316.173,241.169,4.921,0.235,1.18e7,0,14.184,0.45,0.45,0.329,0.014,0.107,0.028,0.128,-3.753e-5,0,0,0,0,0.008,0.008,15.24,182.415,66.595,0.181,0.1,-26.175,448.087,315.437,0.05,0.294,17.278
29.157,6449.39,67.31,-10.105,73.469,10.106,977.038,1.504,977.039,0.088,29.447,0.167,48.476,-80.427,9.789,0.148,4.722e-7,2.96,-0.013,3.985e4,241.842,51.493,0.224,316.143,241.169,4.92,0.233,1.172e7,0,14.009,0.45,0.45,0.329,0.014,0.107,0.028,0.131,5.109e-5,0,0,0,0,0.008,0.008,15.24,182.415,66.448,0.181,0.1,-26.199,447.878,315.422,0.05,0.295,17.055
29.207,6452.743,66.804,-10.1,73.003,10.102,978.51,1.508,978.511,0.088,29.438,0.167,48.476,-80.427,9.789,0.152,3.587e-7,2.995,-0.014,3.985e4,241.842,51.493,0.224,316.113,241.169,4.918,0.232,1.165e7,0,13.834,0.45,0.45,0.329,0.014,0.107,0.029,0.136,-3.341e-4,0,0,0,0,0.008,0.008,15.24,182.415,66.299,0.181,0.1,-26.223,447.671,315.408,0.05,0.295,16.833
29.257,6456.071,66.3,-10.096,72.538,10.097,979.982,1.513,979.983,0.088,29.43,0.166,48.476,-80.427,9.789,0.157,3.783e-7,3.03,-0.014,3.985e4,241.842,51.493,0.224,316.081,241.169,4.915,0.23,1.157e7,0,13.662,0.45,0.45,0.33,0.014,0.107,0.03,0.139,-7.814e-5,0,0,0,0,0.009,0.008,15.24,182.415,66.148,0.182,0.1,-26.247,447.465,315.393,0.05,0.296,16.613
29.307,6459.373,65.795,-10.091,72.074,10.093,981.453,1.518,981.454,0.089,29.422,0.165,48.476,-80.427,9.789,0.162,3.202e-7,3.066,-0.013,3.985e4,241.842,51.493,0.224,316.049,241.169,4.913,0.229,1.149e7,0,13.49,0.451,0.451,0.33,0.014,0.107,0.031,0.144,-3.712e-4,0,0,0,0,0.009,0.008,15.24,182.415,65.996,0.182,0.1,-26.27,447.26,315.379,0.05,0.296,16.395
29.357,6462.65,65.29,-10.087,71.61,10.088,982.924,1.522,982.925,0.089,29.414,0.165,48.476,-80.427,9.789,0.167,6.897e-7,3.103,-0.013,3.985e4,241.842,51.493,0.224,316.016,241.169,4.911,0.227,1.141e7,0,13.321,0.451,0.451,0.331,0.014,0.106,0.032,0.148,-5.279e-5,0,0,0,0,0.009,0.008,15.24,182.415,65.842,0.182,0.1,-26.293,447.058,315.365,0.05,0.296,16.179
29.407,6465.902,64.786,-10.082,71.147,10.084,984.394,1.527,984.396,0.089,29.405,0.164,48.476,-80.427,9.789,0.172,3.272e-7,3.14,-0.012,3.985e4,241.842,51.493,0.224,315.982,241.169,4.909,0.226,1.134e7,0,13.152,0.451,0.451,0.331,0.014,0.106,0.033,0.152,2.05e-4,0,0,0,0,0.01,0.008,15.24,182.415,65.686,0.183,0.1,-26.317,446.856,315.351,0.05,0.297,15.965
29.457,6469.129,64.282,-10.078,70.685,10.079,985.865,1.532,985.866,0.089,29.397,0.164,48.476,-80.427,9.789,0.177,3.696e-7,3.178,-0.011,3.985e4,241.842,51.493,0.224,315.947,241.169,4.907,0.224,1.126e7,0,12.985,0.451,0.451,0.331,0.014,0.106,0.034,0.157,3.003e-4,0,0,0,0,0.01,0.008,15.24,182.415,65.528,0.183,0.1,-26.34,446.657,315.337,0.05,0.297,15.753
29.507,6472.33,63.778,-10.073,70.224,10.075,987.334,1.536,987.335,0.089,29.389,0.163,48.476,-80.427,9.789,0.182,6.383e-7,3.217,-0.011,3.985e4,241.842,51.493,0.224,315.911,241.169,4.904,0.223,1.118e7,0,12.82,0.452,0.452,0.332,0.014,0.106,0.035,0.162,3.662e-4,0,0,0,0,0.011,0.008,15.24,182.415,65.368,0.183,0.1,-26.362,446.458,315.323,0.05,0.298,15.542
29.557,6475.506,63.275,-10.069,69.764,10.07,988.803,1.541,988.805,0.089,29.381,0.162,48.476,-80.427,9.789,0.188,4.579e-7,3.256,-0.01,3.985e4,241.842,51.493,0.224,315.874,241.169,4.902,0.221,1.111e7,0,12.656,0.452,0.452,0.332,0.014,0.106,0.036,0.166,-3.769e-4,0,0,0,0,0.011,0.007,15.24,182.415,65.206,0.183,0.1,-26.385,446.262,315.31,0.05,0.298,15.334
29.607,6478.658,62.772,-10.065,69.304,10.066,990.272,1.546,990.273,0.089,29.373,0.162,48.476,-80.427,9.789,0.194,5.509e-7,3.296,-0.009,3.985e4,241.842,51.493,0.224,315.836,241.169,4.899,0.22,1.103e7,0,12.493,0.452,0.452,0.332,0.014,0.106,0.037,0.172,-4.042e-4,0,0,0,0,0.011,0.007,15.24,182.415,65.042,0.184,0.1,-26.407,446.067,315.296,0.05,0.298,15.127
29.657,6481.784,62.268,-10.06,68.845,10.062,991.741,1.55,991.742,0.09,29.365,0.161,48.476,-80.427,9.789,0.2,6.133e-7,3.336,-0.008,3.985e4,241.842,51.493,0.224,315.797,241.169,4.897,0.218,1.095e7,0,12.332,0.452,0.453,0.333,0.014,0.106,0.038,0.176,1.179e-4,0,0,0,0,0.012,0.007,15.24,182.415,64.876,0.184,0.1,-26.43,445.873,315.283,0.05,0.299,14.922
29.707,6484.884,61.766,-10.056,68.387,10.057,993.209,1.555,993.21,0.09,29.357,0.161,48.476,-80.427,9.789,0.206,5.066e-7,3.377,-0.007,3.985e4,241.842,51.493,0.224,315.757,241.169,4.894,0.217,1.088e7,0,12.172,0.453,0.453,0.333,0.014,0.106,0.04,0.181,-1.963e-4,0,0,0,0,0.012,0.007,15.24,182.415,64.709,0.184,0.1,-26.452,445.681,315.269,0.05,0.299,14.72
29.757,6487.96,61.263,-10.052,67.93,10.053,994.676,1.56,994.678,0.09,29.349,0.16,48.476,-80.427,9.788,0.212,3.084e-7,3.419,-0.006,3.985e4,241.842,51.493,0.224,315.716,241.169,4.891,0.216,1.08e7,0,12.014,0.453,0.453,0.334,0.013,0.106,0.041,0.188,-9.128e-5,0,0,0,0,0.013,0.007,15.24,182.415,64.539,0.184,0.1,-26.474,445.491,315.256,0.05,0.299,14.519
29.807,6491.011,60.76,-10.048,67.474,10.049,996.144,1.564,996.145,0.09,29.341,0.16,48.476,-80.426,9.788,0.219,3.492e-7,3.462,-0.005,3.985e4,241.842,51.493,0.224,315.673,241.169,4.889,0.214,1.073e7,0,11.857,0.453,0.453,0.334,0.013,0.106,0.042,0.193,-2.409e-4,0,0,0,0,0.013,0.007,15.24,182.415,64.367,0.184,0.1,-26.495,445.302,315.243,0.05,0.3,14.319
29.857,6494.036,60.258,-10.043,67.018,10.045,997.61,1.569,997.612,0.09,29.333,0.159,48.476,-80.426,9.788,0.226,0,3.505,-0.003,3.985e4,241.842,51.493,0.224,315.629,241.169,4.886,0.213,1.065e7,0,11.701,0.454,0.454,0.334,0.013,0.106,0.044,0.199,1.719e-4,0,0,0,0,0.014,0.007,15.24,182.415,64.193,0.185,0.1,-26.517,445.115,315.23,0.05,0.3,14.122
29.907,6497.037,59.756,-10.039,66.564,10.04,999.077,1.574,999.078,0.09,29.325,0.158,48.476,-80.426,9.788,0.233,5.215e-7,3.549,-0.002,3.985e4,241.842,51.493,0.224,315.584,241.169,4.883,0.211,1.058e7,0,11.547,0.454,0.454,0.335,0.013,0.106,0.045,0.205,-4.558e-4,0,0,0,0,0.014,0.007,15.24,182.415,64.016,0.185,0.1,-26.538,444.929,315.217,0.05,0.3,13.926
29.957,6500.012,59.254,-10.035,66.11,10.036,1000.543,1.579,1000.544,0.09,29.317,0.158,48.476,-80.426,9.788,0.24,3.811e-7,3.593,-0.001,3.985e4,241.842,51.493,0.224,315.537,241.169,4.88,0.21,1.05e7,0,11.394,0.454,0.454,0.335,0.013,0.106,0.046,0.211,-4.634e-4,0,0,0,0,0.015,0.007,15.24,182.415,63.838,0.185,0.1,-26.559,444.745,315.204,0.05,0.301,13.733
30.007,6502.962,58.752,-10.031,65.657,10.032,1002.009,1.583,1002.01,0.091,29.309,0.157,48.476,-80.426,9.788,0.248,4.693e-7,3.638,8.123e-5,3.985e4,241.842,51.493,0.224,315.489,241.169,4.877,0.208,1.043e7,0,11.242,0.455,0.455,0.336,0.013,0.106,0.048,0.217,-4.74e-4,0,0,0,0,0.015,0.007,15.24,182.415,63.657,0.185,0.1,-26.58,444.562,315.191,0.05,0.301,13.541
30.057,6505.887,58.251,-10.027,65.205,10.028,1003.474,1.588,1003.475,0.091,29.301,0.157,48.476,-80.426,9.788,0.255,6.046e-7,3.684,0.001,3.985e4,241.842,51.493,0.224,315.44,241.169,4.873,0.207,1.035e7,0,11.092,0.455,0.455,0.336,0.013,0.106,0.049,0.225,2.545e-4,0,0,0,0,0.016,0.007,15.24,182.415,63.474,0.185,0.1,-26.601,444.381,315.179,0.05,0.302,13.351
30.107,6508.787,57.75,-10.023,64.754,10.024,1004.939,1.593,1004.94,0.091,29.293,0.156,48.476,-80.426,9.788,0.263,3.005e-7,3.731,0.002,3.985e4,241.842,51.493,0.224,315.389,241.169,4.87,0.206,1.028e7,0,10.944,0.455,0.455,0.336,0.013,0.105,0.051,0.232,3.491e-4,0,0,0,0,0.017,0.007,15.24,182.415,63.288,0.185,0.1,-26.622,444.202,315.166,0.05,0.302,13.163
30.157,6511.662,57.249,-10.019,64.304,10.02,1006.403,1.598,1006.404,0.091,29.286,0.156,48.476,-80.426,9.788,0.272,3.714e-7,3.779,0.003,3.985e4,241.842,51.493,0.224,315.336,241.169,4.867,0.204,1.021e7,0,10.796,0.455,0.456,0.337,0.013,0.105,0.053,0.239,-3.607e-4,0,0,0,0,0.017,0.007,15.24,182.415,63.101,0.185,0.1,-26.642,444.024,315.154,0.05,0.303,12.976
30.207,6514.512,56.748,-10.015,63.855,10.016,1007.867,1.602,1007.868,0.091,29.278,0.156,48.476,-80.426,9.788,0.281,3.125e-7,3.827,0.004,3.985e4,241.842,51.493,0.224,315.282,241.169,4.863,0.203,1.013e7,0,10.65,0.456,0.456,0.337,0.013,0.105,0.054,0.246,4.469e-4,0,0,0,0,0.018,0.007,15.24,182.415,62.911,0.186,0.1,-26.663,443.847,315.141,0.05,0.303,12.792
30.257,6517.337,56.247,-10.011,63.407,10.012,1009.331,1.607,1009.332,0.091,29.27,0.155,48.476,-80.426,9.788,0.29,0,3.876,0.005,3.985e4,241.842,51.493,0.224,315.226,241.169,4.859,0.201,1.006e7,0,10.506,0.456,0.456,0.338,0.013,0.105,0.056,0.254,2.753e-4,0,0,0,0,0.019,0.007,15.24,182.415,62.718,0.186,0.1,-26.683,443.673,315.129,0.05,0.304,12.609
30.307,6520.137,55.747,-10.007,62.96,10.008,1010.794,1.612,1010.795,0.091,29.262,0.155,48.476,-80.426,9.788,0.299,4.329e-7,3.926,0.005,3.985e4,241.842,51.493,0.224,315.168,241.169,4.856,0.2,9.986e6,0,10.363,0.456,0.457,0.338,0.013,0.105,0.058,0.261,-4.272e-4,0,0,0,0,0.02,0.007,15.24,182.415,62.523,0.186,0.1,-26.703,443.499,315.117,0.05,0.304,12.428
30.357,6522.912,55.247,-10.003,62.514,10.004,1012.257,1.617,1012.258,0.092,29.254,0.154,48.476,-80.426,9.788,0.309,4.723e-7,3.977,0.006,3.985e4,241.842,51.493,0.224,315.109,241.169,4.852,0.199,9.913e6,0,10.221,0.457,0.457,0.339,0.013,0.105,0.06,0.27,4.962e-4,0,0,0,0,0.02,0.007,15.24,182.415,62.325,0.186,0.1,-26.723,443.328,315.105,0.05,0.304,12.248
30.407,6525.661,54.747,-9.999,62.069,10,1013.72,1.622,1013.721,0.092,29.247,0.154,48.476,-80.426,9.788,0.319,5.449e-7,4.029,0.007,3.985e4,241.842,51.493,0.224,315.047,241.169,4.848,0.197,9.84e6,0,10.08,0.457,0.457,0.339,0.013,0.105,0.062,0.278,-1.49e-4,0,0,0,0,0.021,0.007,15.24,182.415,62.125,0.186,0.1,-26.742,443.157,315.093,0.05,0.305,12.071
30.457,6528.386,54.247,-9.995,61.625,9.996,1015.182,1.626,1015.183,0.092,29.239,0.153,48.476,-80.426,9.788,0.329,4.33e-7,4.081,0.007,3.985e4,241.842,51.493,0.224,314.984,241.169,4.843,0.196,9.767e6,0,9.941,0.457,0.458,0.339,0.013,0.105,0.064,0.287,-3.672e-4,0,0,0,0,0.022,0.007,15.24,182.415,61.922,0.186,0.1,-26.761,442.989,315.081,0.05,0.305,11.895
30.507,6531.086,53.747,-9.991,61.182,9.992,1016.643,1.631,1016.645,0.092,29.231,0.153,48.476,-80.426,9.788,0.34,3.984e-7,4.134,0.008,3.985e4,241.842,51.493,0.224,314.919,241.169,4.839,0.194,9.695e6,0,9.803,0.458,0.458,0.34,0.013,0.105,0.066,0.296,-1.531e-4,0,0,0,0,0.023,0.007,15.24,182.415,61.717,0.187,0.1,-26.781,442.822,315.07,0.05,0.306,11.721
30.557,6533.761,53.248,-9.987,60.74,9.988,1018.105,1.636,1018.106,0.092,29.224,0.153,48.476,-80.426,9.788,0.351,6.359e-7,4.188,0.008,3.985e4,241.842,51.493,0.224,314.851,241.169,4.835,0.193,9.622e6,0,9.667,0.458,0.458,0.34,0.013,0.105,0.068,0.305,-4.692e-4,0,0,0,0,0.024,0.007,15.24,182.415,61.509,0.187,0.1,-26.8,442.656,315.058,0.05,0.306,11.549
30.607,6536.411,52.748,-9.983,60.299,9.984,1019.566,1.641,1019.567,0.092,29.216,0.152,48.476,-80.426,9.788,0.362,3.762e-7,4.244,0.008,3.985e4,241.842,51.493,0.224,314.781,241.169,4.83,0.192,9.55e6,0,9.532,0.458,0.459,0.341,0.013,0.105,0.07,0.315,1.564e-4,0,0,0,0,0.025,0.007,15.24,182.415,61.298,0.187,0.1,-26.819,442.492,315.047,0.05,0.307,11.379
30.657,6539.036,52.249,-9.98,59.859,9.981,1021.026,1.646,1021.028,0.092,29.209,0.152,48.476,-80.426,9.788,0.374,3.124e-7,4.3,0.008,3.985e4,241.842,51.493,0.224,314.71,241.169,4.825,0.19,9.479e6,0,9.398,0.459,0.459,0.341,0.013,0.105,0.073,0.325,-1.628e-4,0,0,0,0,0.026,0.007,15.24,182.415,61.085,0.187,0.1,-26.837,442.329,315.035,0.05,0.307,11.21
30.707,6541.636,51.75,-9.976,59.421,9.977,1022.487,1.651,1022.488,0.092,29.201,0.151,48.476,-80.426,9.788,0.387,5.199e-7,4.357,0.009,3.985e4,241.842,51.493,0.224,314.635,241.169,4.821,0.189,9.407e6,0,9.266,0.459,0.459,0.342,0.013,0.105,0.075,0.336,1.553e-5,0,0,0,0,0.027,0.007,15.24,182.415,60.868,0.187,0.1,-26.856,442.169,315.024,0.05,0.307,11.043
30.757,6544.211,51.252,-9.972,58.983,9.973,1023.947,1.655,1023.948,0.093,29.193,0.151,48.476,-80.426,9.788,0.4,5.09e-7,4.414,0.009,3.985e4,241.842,51.493,0.224,314.559,241.169,4.816,0.187,9.336e6,0,9.134,0.459,0.46,0.342,0.013,0.105,0.078,0.347,-4.425e-4,0,0,0,0,0.028,0.007,15.24,182.415,60.649,0.188,0.1,-26.874,442.009,315.013,0.05,0.308,10.878
30.807,6546.761,50.753,-9.968,58.547,9.969,1025.406,1.66,1025.407,0.093,29.186,0.151,48.476,-80.426,9.788,0.413,4.662e-7,4.473,0.008,3.985e4,241.842,51.493,0.224,314.48,241.169,4.81,0.186,9.265e6,0,9.005,0.46,0.46,0.342,0.013,0.105,0.08,0.357,4.291e-4,0,0,0,0,0.029,0.006,15.24,182.415,60.427,0.188,0.1,-26.892,441.851,315.002,0.05,0.308,10.715
30.857,6549.286,50.255,-9.964,58.111,9.966,1026.865,1.665,1026.866,0.093,29.178,0.15,48.476,-80.426,9.788,0.427,4.994e-7,4.533,0.008,3.985e4,241.842,51.493,0.224,314.398,241.169,4.805,0.185,9.194e6,0,8.876,0.46,0.46,0.343,0.013,0.105,0.083,0.369,3.815e-4,0,0,0,0,0.031,0.006,15.24,182.415,60.202,0.188,0.1,-26.91,441.695,314.991,0.05,0.308,10.553
30.907,6551.786,49.757,-9.961,57.677,9.962,1028.324,1.67,1028.325,0.093,29.171,0.15,48.476,-80.426,9.788,0.441,5.488e-7,4.594,0.008,3.985e4,241.842,51.493,0.224,314.313,241.169,4.799,0.183,9.123e6,0,8.749,0.46,0.461,0.343,0.013,0.105,0.086,0.381,3.193e-4,0,0,0,0,0.032,0.006,15.24,182.415,59.973,0.189,0.1,-26.928,441.54,314.98,0.05,0.309,10.393
30.957,6554.262,49.259,-9.957,57.245,9.958,1029.782,1.675,1029.784,0.093,29.163,0.15,48.476,-80.426,9.788,0.456,3.496e-7,4.656,0.008,3.985e4,241.842,51.493,0.224,314.226,241.169,4.794,0.182,9.053e6,0,8.623,0.461,0.461,0.344,0.013,0.104,0.089,0.394,2.79e-4,0,0,0,0,0.033,0.006,15.24,182.415,59.742,0.189,0.1,-26.946,441.387,314.97,0.05,0.309,10.235
31.007,6556.712,48.761,-9.953,56.813,9.954,1031.24,1.68,1031.242,0.093,29.156,0.15,48.476,-80.426,9.788,0.471,5.46e-7,4.719,0.008,3.985e4,241.842,51.493,0.224,314.136,241.169,4.788,0.181,8.983e6,0,8.499,0.461,0.462,0.344,0.013,0.104,0.092,0.406,1.931e-4,0,0,0,0,0.035,0.006,15.24,182.415,59.508,0.189,0.1,-26.963,441.235,314.959,0.05,0.31,10.078
31.057,6559.138,48.264,-9.95,56.383,9.951,1032.698,1.685,1032.699,0.093,29.148,0.149,48.476,-80.426,9.788,0.487,3.908e-7,4.783,0.007,3.985e4,241.842,51.493,0.224,314.043,241.169,4.782,0.179,8.913e6,0,8.375,0.462,0.462,0.345,0.013,0.104,0.095,0.419,-1.353e-4,0,0,0,0,0.036,0.006,15.24,182.415,59.27,0.19,0.1,-26.98,441.085,314.949,0.05,0.31,9.924
31.107,6561.539,47.766,-9.946,55.954,9.947,1034.155,1.69,1034.156,0.094,29.141,0.149,48.476,-80.426,9.788,0.503,0,4.848,0.007,3.985e4,241.842,51.493,0.224,313.947,241.169,4.775,0.178,8.843e6,0,8.254,0.462,0.462,0.345,0.012,0.104,0.098,0.433,-1.699e-4,0,0,0,0,0.038,0.006,15.24,182.415,59.03,0.19,0.1,-26.998,440.937,314.938,0.05,0.31,9.77
31.157,6563.915,47.269,-9.942,55.526,9.943,1035.612,1.694,1035.613,0.094,29.134,0.149,48.476,-80.426,9.788,0.52,6.311e-7,4.914,0.006,3.985e4,241.842,51.493,0.224,313.848,241.169,4.769,0.176,8.774e6,0,8.133,0.462,0.463,0.346,0.012,0.104,0.102,0.447,3.323e-5,0,0,0,0,0.039,0.006,15.24,182.415,58.786,0.19,0.1,-27.014,440.79,314.928,0.05,0.311,9.619
31.207,6566.266,46.772,-9.939,55.099,9.94,1037.068,1.699,1037.07,0.094,29.126,0.149,48.476,-80.426,9.788,0.538,3.588e-7,4.981,0.006,3.985e4,241.842,51.493,0.224,313.745,241.169,4.762,0.175,8.705e6,0,8.014,0.463,0.463,0.346,0.012,0.104,0.105,0.461,4.894e-4,0,0,0,0,0.041,0.006,15.24,182.415,58.538,0.191,0.1,-27.031,440.644,314.918,0.05,0.311,9.469
31.257,6568.592,46.275,-9.935,54.674,9.936,1038.524,1.704,1038.526,0.094,29.119,0.148,48.476,-80.426,9.788,0.556,7.027e-7,5.049,0.005,3.985e4,241.842,51.493,0.224,313.639,241.169,4.755,0.174,8.636e6,0,7.896,0.463,0.464,0.347,0.012,0.104,0.109,0.476,3.63e-4,0,0,0,0,0.043,0.006,15.24,182.415,58.287,0.191,0.1,-27.048,440.5,314.908,0.05,0.312,9.321
