# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Dynamic Pressure (mbar)
31.307,6570.893,45.778,-9.931,54.251,9.933,1039.98,1.709,1039.982,0.094,29.111,0.148,48.476,-80.426,9.788,0.575,4.044e-7,5.118,0.005,3.985e4,241.842,51.493,0.224,313.53,241.169,4.748,0.172,8.568e6,0,7.779,0.463,0.464,0.347,0.012,0.104,0.113,0.492,1.357e-4,0,0,0,0,0.045,0.006,15.24,182.415,58.033,0.191,0.1,-27.064,440.358,314.898,0.05,0.312,9.175
31.357,6573.17,45.282,-9.928,53.828,9.929,1041.436,1.714,1041.437,0.094,29.104,0.148,48.476,-80.426,9.788,0.595,3.575e-7,5.189,0.004,3.985e4,241.842,51.493,0.224,313.417,241.169,4.741,0.171,8.499e6,0,7.664,0.464,0.464,0.347,0.012,0.104,0.117,0.508,-2.098e-4,0,0,0,0,0.047,0.006,15.24,182.415,57.776,0.192,0.1,-27.08,440.217,314.888,0.05,0.312,9.031
31.407,6575.421,44.786,-9.924,53.407,9.925,1042.891,1.719,1042.892,0.094,29.096,0.148,48.476,-80.426,9.788,0.615,5.305e-7,5.26,0.004,3.985e4,241.842,51.493,0.224,313.3,241.169,4.733,0.17,8.431e6,0,7.55,0.464,0.465,0.348,0.012,0.104,0.121,0.525,1.86e-4,0,0,0,0,0.049,0.006,15.24,182.415,57.514,0.192,0.1,-27.096,440.077,314.878,0.05,0.313,8.888
31.457,6577.648,44.289,-9.921,52.988,9.922,1044.345,1.724,1044.347,0.095,29.089,0.148,48.476,-80.426,9.788,0.637,4.89e-7,5.333,0.003,3.985e4,241.842,51.493,0.224,313.179,241.169,4.725,0.168,8.364e6,0,7.437,0.465,0.465,0.348,0.012,0.104,0.125,0.542,5.212e-5,0,0,0,0,0.051,0.006,15.24,182.415,57.25,0.192,0.1,-27.112,439.939,314.869,0.05,0.313,8.747
31.507,6579.85,43.794,-9.917,52.57,9.918,1045.799,1.729,1045.801,0.095,29.082,0.147,48.476,-80.426,9.788,0.658,0,5.407,0.003,3.985e4,241.842,51.493,0.224,313.055,241.169,4.717,0.167,8.296e6,0,7.325,0.465,0.466,0.349,0.012,0.104,0.13,0.56,2.742e-4,0,0,0,0,0.053,0.006,15.24,182.415,56.981,0.193,0.1,-27.128,439.803,314.859,0.05,0.314,8.607
31.557,6582.028,43.298,-9.914,52.154,9.915,1047.253,1.734,1047.255,0.095,29.074,0.147,48.476,-80.426,9.788,0.681,0,5.483,0.002,3.985e4,241.842,51.493,0.224,312.926,241.169,4.708,0.166,8.229e6,0,7.215,0.465,0.466,0.349,0.012,0.104,0.135,0.578,3.995e-4,0,0,0,0,0.055,0.006,15.24,182.415,56.709,0.193,0.1,-27.143,439.668,314.85,0.05,0.314,8.469
31.607,6584.18,42.802,-9.91,51.739,9.911,1048.707,1.739,1048.708,0.095,29.067,0.147,48.476,-80.426,9.788,0.705,6.012e-7,5.559,0.002,3.985e4,241.842,51.493,0.224,312.793,241.169,4.7,0.165,8.162e6,0,7.106,0.466,0.467,0.35,0.012,0.104,0.139,0.597,-4.627e-4,0,0,0,0,0.058,0.006,15.24,182.415,56.433,0.194,0.1,-27.159,439.535,314.841,0.05,0.314,8.333
31.657,6586.308,42.307,-9.907,51.326,9.908,1050.16,1.744,1050.161,0.095,29.06,0.147,48.476,-80.426,9.788,0.729,6.246e-7,5.637,0.001,3.985e4,241.842,51.493,0.224,312.656,241.169,4.691,0.163,8.095e6,0,6.999,0.466,0.467,0.35,0.012,0.104,0.144,0.616,7.954e-5,0,0,0,0,0.061,0.006,15.24,182.415,56.153,0.194,0.1,-27.174,439.403,314.832,0.05,0.315,8.198
31.707,6588.411,41.811,-9.903,50.914,9.904,1051.613,1.749,1051.614,0.095,29.052,0.147,48.476,-80.426,9.788,0.754,3.382e-7,5.716,5.393e-4,3.985e4,241.842,51.493,0.224,312.514,241.169,4.681,0.162,8.029e6,0,6.893,0.467,0.468,0.351,0.012,0.104,0.15,0.638,-8.123e-5,0,0,0,0,0.063,0.006,15.24,182.415,55.869,0.194,0.1,-27.189,439.273,314.822,0.05,0.315,8.065
31.757,6590.489,41.316,-9.9,50.504,9.901,1053.065,1.754,1053.067,0.095,29.045,0.147,48.476,-80.426,9.788,0.781,6.235e-7,5.796,5.218e-5,3.985e4,241.842,51.493,0.224,312.367,241.169,4.672,0.161,7.963e6,0,6.788,0.467,0.468,0.351,0.012,0.104,0.155,0.659,8.706e-5,0,0,0,0,0.066,0.006,15.24,182.415,55.581,0.195,0.1,-27.204,439.145,314.813,0.05,0.315,7.934
31.807,6592.542,40.822,-9.896,50.096,9.897,1054.517,1.759,1054.519,0.096,29.038,0.147,48.476,-80.426,9.788,0.808,5.441e-7,5.878,-4.717e-4,3.985e4,241.842,51.493,0.224,312.216,241.169,4.662,0.159,7.897e6,0,6.684,0.468,0.468,0.352,0.012,0.104,0.161,0.68,-6.279e-6,0,0,0,0,0.069,0.006,15.24,182.415,55.289,0.195,0.1,-27.218,439.018,314.805,0.05,0.316,7.805
31.857,6594.571,40.327,-9.893,49.689,9.894,1055.969,1.764,1055.97,0.096,29.03,0.147,48.476,-80.426,9.788,0.836,5.301e-7,5.961,-9.861e-4,3.985e4,241.842,51.493,0.224,312.06,241.169,4.652,0.158,7.832e6,0,6.581,0.468,0.469,0.352,0.012,0.104,0.167,0.702,-3.136e-4,0,0,0,0,0.072,0.006,15.24,182.415,54.993,0.196,0.1,-27.233,438.892,314.796,0.05,0.316,7.677
31.907,6596.575,39.832,-9.889,49.284,9.89,1057.42,1.769,1057.422,0.096,29.023,0.147,48.476,-80.426,9.788,0.865,4.706e-7,6.045,-0.001,3.985e4,241.842,51.493,0.224,311.898,241.169,4.641,0.157,7.767e6,0,6.48,0.468,0.469,0.353,0.012,0.104,0.173,0.725,-1.881e-4,0,0,0,0,0.076,0.006,15.24,182.415,54.693,0.196,0.1,-27.247,438.768,314.787,0.05,0.317,7.551
31.957,6598.554,39.338,-9.886,48.881,9.887,1058.871,1.774,1058.873,0.096,29.016,0.147,48.476,-80.426,9.788,0.896,3.138e-7,6.13,-0.002,3.985e4,241.842,51.493,0.224,311.732,241.169,4.63,0.155,7.702e6,0,6.38,0.469,0.47,0.353,0.012,0.103,0.179,0.75,2.022e-4,0,0,0,0,0.079,0.006,15.24,182.415,54.389,0.196,0.1,-27.261,438.645,314.779,0.05,0.317,7.426
32.007,6600.509,38.844,-9.882,48.48,9.883,1060.322,1.779,1060.323,0.096,29.008,0.147,48.476,-80.426,9.788,0.927,3.973e-7,6.217,-0.002,3.985e4,241.842,51.493,0.224,311.56,241.169,4.619,0.154,7.638e6,0,6.282,0.469,0.47,0.354,0.012,0.103,0.186,0.774,2.613e-4,0,0,0,0,0.083,0.006,15.24,182.415,54.08,0.197,0.1,-27.275,438.524,314.77,0.05,0.317,7.303
32.057,6602.439,38.35,-9.879,48.081,9.88,1061.772,1.784,1061.774,0.096,29.001,0.147,48.476,-80.426,9.788,0.96,3.448e-7,6.306,-0.003,3.985e4,241.842,51.493,0.224,311.383,241.169,4.607,0.153,7.574e6,0,6.185,0.47,0.471,0.354,0.012,0.103,0.192,0.8,-4.203e-4,0,0,0,0,0.086,0.006,15.24,182.415,53.767,0.197,0.1,-27.289,438.405,314.762,0.05,0.318,7.182
32.107,6604.344,37.856,-9.875,47.683,9.876,1063.222,1.789,1063.223,0.096,28.994,0.147,48.476,-80.426,9.788,0.993,0,6.395,-0.003,3.985e4,241.842,51.493,0.224,311.199,241.169,4.595,0.152,7.51e6,0,6.089,0.47,0.472,0.355,0.012,0.103,0.199,0.826,4.505e-4,0,0,0,0,0.09,0.006,15.24,182.415,53.45,0.198,0.1,-27.302,438.287,314.754,0.05,0.319,7.062
32.157,6606.224,37.362,-9.872,47.288,9.873,1064.671,1.794,1064.673,0.097,28.986,0.147,48.476,-80.426,9.788,1.028,4.623e-7,6.487,-0.003,3.985e4,241.842,51.493,0.224,311.011,241.169,4.583,0.15,7.447e6,0,5.994,0.471,0.472,0.355,0.012,0.103,0.207,0.854,2.149e-4,0,0,0,0,0.094,0.006,15.24,182.415,53.128,0.198,0.1,-27.316,438.171,314.746,0.05,0.319,6.944
32.207,6608.08,36.869,-9.868,46.894,9.869,1066.121,1.799,1066.122,0.097,28.979,0.147,48.476,-80.426,9.788,1.064,4.935e-7,6.579,-0.004,3.985e4,241.842,51.493,0.224,310.816,241.169,4.57,0.149,7.384e6,0,5.901,0.471,0.473,0.356,0.012,0.103,0.215,0.881,-3.888e-4,0,0,0,0,0.099,0.006,15.24,182.415,52.801,0.198,0.1,-27.329,438.056,314.738,0.05,0.32,6.827
32.257,6609.911,36.375,-9.865,46.503,9.866,1067.569,1.804,1067.571,0.097,28.972,0.147,48.476,-80.426,9.788,1.102,5.208e-7,6.673,-0.004,3.985e4,241.842,51.493,0.224,310.615,241.169,4.557,0.148,7.321e6,0,5.808,0.471,0.473,0.356,0.012,0.103,0.223,0.911,-4.459e-4,0,0,0,0,0.103,0.005,15.24,182.415,52.47,0.199,0.1,-27.342,437.942,314.73,0.05,0.32,6.712
32.307,6611.718,35.882,-9.861,46.114,9.862,1069.018,1.809,1069.019,0.097,28.964,0.147,48.476,-80.425,9.788,1.141,5.86e-7,6.769,-0.004,3.985e4,241.842,51.493,0.224,310.407,241.169,4.543,0.147,7.259e6,0,5.718,0.472,0.474,0.357,0.012,0.103,0.231,0.941,1.991e-5,0,0,0,0,0.108,0.005,15.24,182.415,52.134,0.199,0.1,-27.355,437.831,314.722,0.05,0.321,6.599
32.357,6613.499,35.389,-9.858,45.726,9.859,1070.466,1.814,1070.467,0.097,28.957,0.147,48.476,-80.425,9.788,1.181,4.985e-7,6.866,-0.004,3.985e4,241.842,51.493,0.224,310.194,241.169,4.529,0.145,7.197e6,0,5.628,0.472,0.474,0.357,0.012,0.103,0.24,0.972,-3.715e-5,0,0,0,0,0.113,0.005,15.24,182.415,51.793,0.2,0.1,-27.368,437.72,314.714,0.05,0.321,6.487
32.407,6615.256,34.896,-9.854,45.341,9.855,1071.913,1.819,1071.915,0.097,28.95,0.147,48.476,-80.425,9.788,1.223,0,6.964,-0.005,3.985e4,241.842,51.493,0.224,309.974,241.169,4.515,0.144,7.135e6,0,5.54,0.473,0.475,0.358,0.012,0.103,0.249,1.003,4.392e-4,0,0,0,0,0.118,0.005,15.24,182.415,51.447,0.2,0.1,-27.38,437.612,314.707,0.05,0.321,6.377
32.457,6616.989,34.404,-9.851,44.959,9.852,1073.361,1.824,1073.362,0.097,28.942,0.147,48.476,-80.425,9.788,1.266,5.354e-7,7.064,-0.005,3.985e4,241.842,51.493,0.224,309.747,241.169,4.5,0.143,7.074e6,0,5.453,0.473,0.476,0.358,0.012,0.103,0.258,1.036,3.644e-4,0,0,0,0,0.124,0.005,15.24,182.415,51.096,0.2,0.1,-27.392,437.504,314.699,0.05,0.322,6.269
32.507,6618.697,33.911,-9.847,44.578,9.848,1074.808,1.829,1074.809,0.098,28.935,0.147,48.476,-80.425,9.788,1.311,5.391e-7,7.166,-0.005,3.985e4,241.842,51.493,0.224,309.513,241.169,4.484,0.142,7.013e6,0,5.367,0.474,0.476,0.359,0.012,0.103,0.268,1.07,-4.212e-4,0,0,0,0,0.13,0.005,15.24,182.415,50.74,0.201,0.1,-27.405,437.399,314.692,0.05,0.322,6.162
32.557,6620.38,33.419,-9.844,44.2,9.845,1076.254,1.834,1076.256,0.098,28.928,0.147,48.476,-80.425,9.788,1.357,5.507e-7,7.269,-0.005,3.985e4,241.842,51.493,0.224,309.272,241.169,4.469,0.141,6.953e6,0,5.283,0.474,0.477,0.36,0.012,0.103,0.278,1.106,1.483e-4,0,0,0,0,0.136,0.005,15.24,182.415,50.38,0.201,0.1,-27.417,437.294,314.684,0.05,0.323,6.057
32.607,6622.039,32.927,-9.84,43.824,9.841,1077.7,1.839,1077.702,0.098,28.92,0.147,48.476,-80.425,9.788,1.405,4.627e-7,7.374,-0.005,3.985e4,241.842,51.493,0.224,309.024,241.169,4.452,0.139,6.893e6,0,5.2,0.475,0.478,0.36,0.012,0.103,0.288,1.142,7.554e-5,0,0,0,0,0.142,0.005,15.24,182.415,50.014,0.201,0.1,-27.428,437.192,314.677,0.05,0.323,5.953
32.657,6623.673,32.435,-9.837,43.451,9.838,1079.146,1.845,1079.148,0.098,28.913,0.148,48.476,-80.425,9.788,1.455,3.881e-7,7.48,-0.005,3.985e4,241.842,51.493,0.224,308.769,241.169,4.436,0.138,6.833e6,0,5.118,0.475,0.478,0.361,0.012,0.103,0.299,1.178,-1.527e-4,0,0,0,0,0.149,0.005,15.24,182.415,49.642,0.202,0.1,-27.44,437.091,314.67,0.05,0.323,5.851
32.707,6625.282,31.943,-9.833,43.08,9.834,1080.592,1.85,1080.593,0.098,28.905,0.148,48.476,-80.425,9.788,1.506,6.737e-7,7.588,-0.005,3.985e4,241.842,51.493,0.224,308.506,241.169,4.418,0.137,6.774e6,0,5.038,0.476,0.479,0.361,0.012,0.103,0.311,1.217,4.937e-4,0,0,0,0,0.156,0.005,15.24,182.415,49.266,0.202,0.1,-27.451,436.991,314.663,0.05,0.324,5.751
32.757,6626.867,31.452,-9.83,42.712,9.831,1082.037,1.855,1082.038,0.098,28.898,0.148,48.476,-80.425,9.788,1.559,4.555e-7,7.697,-0.005,3.985e4,241.842,51.493,0.224,308.236,241.169,4.401,0.136,6.715e6,0,4.959,0.476,0.48,0.362,0.012,0.103,0.322,1.257,8.529e-5,0,0,0,0,0.163,0.005,15.24,182.415,48.883,0.202,0.1,-27.463,436.893,314.657,0.05,0.324,5.652
32.807,6628.427,30.96,-9.826,42.346,9.827,1083.481,1.86,1083.483,0.098,28.891,0.148,48.476,-80.425,9.788,1.614,3.966e-7,7.808,-0.005,3.985e4,241.842,51.493,0.224,307.958,241.169,4.382,0.135,6.657e6,0,4.881,0.477,0.48,0.362,0.012,0.103,0.335,1.297,-1.559e-4,0,0,0,0,0.171,0.005,15.24,182.415,48.496,0.203,0.1,-27.474,436.796,314.65,0.05,0.326,5.554
32.857,6629.963,30.469,-9.822,41.983,9.824,1084.926,1.865,1084.927,0.098,28.883,0.148,48.476,-80.425,9.788,1.671,4.896e-7,7.92,-0.005,3.985e4,241.842,51.493,0.224,307.673,241.169,4.364,0.134,6.599e6,0,4.805,0.477,0.481,0.363,0.012,0.103,0.348,1.338,2.935e-4,0,0,0,0,0.179,0.005,15.24,182.415,48.103,0.203,0.1,-27.485,436.701,314.643,0.05,0.326,5.459
32.907,6631.474,29.978,-9.819,41.623,9.82,1086.37,1.87,1086.371,0.099,28.876,0.149,48.476,-80.425,9.788,1.73,3.964e-7,8.035,-0.005,3.985e4,241.842,51.493,0.224,307.379,241.169,4.345,0.133,6.542e6,0,4.729,0.478,0.482,0.363,0.012,0.103,0.361,1.381,1.234e-4,0,0,0,0,0.187,0.005,15.24,182.415,47.704,0.203,0.1,-27.495,436.608,314.637,0.05,0.327,5.364
32.957,6632.961,29.487,-9.815,41.266,9.816,1087.813,1.875,1087.815,0.099,28.868,0.149,48.476,-80.425,9.788,1.791,3.021e-7,8.15,-0.005,3.985e4,241.842,51.493,0.224,307.078,241.169,4.325,0.131,6.485e6,0,4.656,0.478,0.483,0.364,0.012,0.103,0.375,1.425,-3.032e-4,0,0,0,0,0.196,0.005,15.24,182.415,47.299,0.204,0.1,-27.506,436.516,314.63,0.05,0.327,5.272
33.007,6634.423,28.997,-9.812,40.912,9.813,1089.256,1.88,1089.258,0.099,28.861,0.149,48.476,-80.425,9.788,1.853,5.491e-7,8.268,-0.005,3.985e4,241.842,51.493,0.224,306.769,241.169,4.304,0.13,6.429e6,0,4.583,0.479,0.483,0.364,0.012,0.103,0.389,1.471,3.723e-4,0,0,0,0,0.205,0.005,15.24,182.415,46.889,0.204,0.1,-27.516,436.425,314.624,0.05,0.328,5.181
33.057,6635.861,28.506,-9.808,40.56,9.809,1090.699,1.886,1090.701,0.099,28.854,0.149,48.476,-80.425,9.788,1.918,4.342e-7,8.387,-0.005,3.985e4,241.842,51.493,0.224,306.451,241.169,4.284,0.129,6.373e6,0,4.512,0.479,0.484,0.365,0.012,0.103,0.404,1.517,6.981e-5,0,0,0,0,0.214,0.005,15.24,182.415,46.472,0.204,0.1,-27.527,436.336,314.618,0.05,0.328,5.091
33.107,6637.274,28.016,-9.804,40.212,9.805,1092.142,1.891,1092.143,0.099,28.846,0.15,48.476,-80.425,9.788,1.986,3.226e-7,8.507,-0.005,3.985e4,241.842,51.493,0.224,306.125,241.169,4.262,0.128,6.318e6,0,4.442,0.48,0.485,0.365,0.012,0.103,0.42,1.565,-2.461e-4,0,0,0,0,0.224,0.005,15.24,182.415,46.05,0.205,0.1,-27.537,436.249,314.612,0.05,0.328,5.004
33.157,6638.662,27.526,-9.8,39.866,9.802,1093.584,1.896,1093.586,0.099,28.839,0.15,48.476,-80.425,9.788,2.055,3.607e-7,8.63,-0.004,3.985e4,241.842,51.493,0.224,305.791,241.169,4.24,0.127,6.263e6,0,4.374,0.48,0.486,0.366,0.011,0.103,0.436,1.614,-2.383e-4,0,0,0,0,0.235,0.005,15.24,182.415,45.622,0.205,0.1,-27.547,436.163,314.606,0.05,0.329,4.917
33.207,6640.026,27.036,-9.797,39.524,9.798,1095.026,1.901,1095.027,0.099,28.831,0.15,48.476,-80.425,9.788,2.127,5.89e-7,8.754,-0.004,3.985e4,241.842,51.493,0.224,305.449,241.169,4.218,0.126,6.208e6,0,4.306,0.481,0.487,0.367,0.011,0.103,0.453,1.664,1.507e-4,0,0,0,0,0.246,0.005,15.24,182.415,45.187,0.205,0.1,-27.556,436.078,314.6,0.05,0.329,4.832
33.257,6641.366,26.546,-9.793,39.185,9.794,1096.467,1.906,1096.469,0.1,28.824,0.15,48.476,-80.425,9.788,2.2,7.049e-7,8.879,-0.004,3.985e4,241.842,51.493,0.224,305.098,241.169,4.195,0.125,6.155e6,0,4.24,0.481,0.488,0.367,0.011,0.103,0.47,1.715,4.914e-4,0,0,0,0,0.257,0.005,15.24,182.415,44.746,0.205,0.1,-27.566,435.995,314.594,0.05,0.33,4.749
33.307,6642.681,26.056,-9.789,38.85,9.79,1097.908,1.911,1097.91,0.1,28.816,0.151,48.476,-80.425,9.788,2.277,4.176e-7,9.007,-0.004,3.985e4,241.842,51.493,0.224,304.739,241.169,4.171,0.124,6.101e6,0,4.176,0.482,0.489,0.368,0.011,0.103,0.488,1.767,-2.176e-4,0,0,0,0,0.269,0.005,15.24,182.415,44.299,0.206,0.1,-27.575,435.914,314.588,0.05,0.33,4.667
33.357,6643.971,25.567,-9.785,38.518,9.786,1099.349,1.917,1099.35,0.1,28.808,0.151,48.476,-80.425,9.788,2.355,4.339e-7,9.136,-0.004,3.985e4,241.842,51.493,0.224,304.372,241.169,4.147,0.123,6.049e6,0,4.113,0.482,0.49,0.368,0.011,0.102,0.507,1.822,4.118e-4,0,0,0,0,0.282,0.005,15.24,182.415,43.845,0.206,0.1,-27.584,435.834,314.583,0.05,0.33,4.587
33.407,6645.238,25.078,-9.781,38.189,9.782,1100.789,1.922,1100.79,0.1,28.801,0.151,48.476,-80.425,9.788,2.437,7.071e-7,9.266,-0.004,3.985e4,241.842,51.493,0.224,303.997,241.169,4.123,0.122,5.997e6,0,4.051,0.483,0.491,0.369,0.011,0.102,0.527,1.877,3.421e-4,0,0,0,0,0.295,0.005,15.24,182.415,43.385,0.206,0.1,-27.593,435.756,314.577,0.05,0.331,4.509
33.457,6646.479,24.589,-9.777,37.864,9.779,1102.229,1.927,1102.23,0.1,28.793,0.152,48.476,-80.425,9.788,2.52,2.914e-7,9.398,-0.004,3.985e4,241.842,51.493,0.224,303.613,241.169,4.097,0.121,5.945e6,0,3.99,0.483,0.492,0.369,0.011,0.102,0.547,1.933,-5.638e-5,0,0,0,0,0.309,0.005,15.24,182.415,42.919,0.206,0.1,-27.602,435.679,314.572,0.05,0.331,4.432
33.507,6647.696,24.1,-9.773,37.543,9.775,1103.668,1.932,1103.67,0.1,28.786,0.152,48.476,-80.425,9.788,2.606,5.536e-7,9.532,-0.003,3.985e4,241.842,51.493,0.224,303.221,241.169,4.072,0.12,5.894e6,0,3.931,0.484,0.493,0.37,0.011,0.102,0.568,1.991,1.525e-4,0,0,0,0,0.323,0.005,15.24,182.415,42.446,0.207,0.1,-27.611,435.604,314.567,0.05,0.331,4.356
33.557,6648.889,23.612,-9.769,37.225,9.771,1105.107,1.937,1105.109,0.1,28.778,0.152,48.476,-80.425,9.788,2.695,4.018e-7,9.668,-0.003,3.985e4,241.842,51.493,0.224,302.821,241.169,4.045,0.119,5.844e6,0,3.873,0.484,0.494,0.37,0.011,0.102,0.59,2.05,-1.21e-4,0,0,0,0,0.338,0.005,15.24,182.415,41.966,0.207,0.1,-27.619,435.53,314.561,0.05,0.332,4.282
33.607,6650.058,23.123,-9.765,36.911,9.767,1106.546,1.943,1106.548,0.101,28.771,0.153,48.476,-80.425,9.788,2.787,3.899e-7,9.805,-0.003,3.985e4,241.842,51.493,0.224,302.413,241.169,4.019,0.118,5.794e6,0,3.817,0.485,0.495,0.371,0.011,0.102,0.613,2.11,-1.583e-4,0,0,0,0,0.354,0.005,15.24,182.415,41.479,0.207,0.1,-27.628,435.457,314.556,0.05,0.332,4.21
33.657,6651.202,22.635,-9.761,36.601,9.762,1107.984,1.948,1107.986,0.101,28.763,0.153,48.476,-80.425,9.788,2.881,3.733e-7,9.943,-0.003,3.985e4,241.842,51.493,0.224,301.997,241.169,3.991,0.117,5.745e6,0,3.762,0.485,0.496,0.371,0.011,0.102,0.637,2.171,2.541e-4,0,0,0,0,0.37,0.005,15.24,182.415,40.985,0.207,0.1,-27.636,435.387,314.552,0.05,0.333,4.139
33.707,6652.321,22.147,-9.757,36.295,9.758,1109.422,1.953,1109.424,0.101,28.755,0.153,48.476,-80.425,9.788,2.977,4.562e-7,10.084,-0.003,3.985e4,241.842,51.493,0.224,301.573,241.169,3.963,0.116,5.697e6,0,3.708,0.486,0.497,0.372,0.011,0.102,0.661,2.233,3.83e-5,0,0,0,0,0.387,0.005,15.24,182.415,40.484,0.208,0.1,-27.644,435.317,314.547,0.05,0.333,4.069
33.757,6653.416,21.659,-9.753,35.994,9.754,1110.86,1.958,1110.861,0.101,28.748,0.154,48.476,-80.425,9.788,3.077,4.37e-7,10.226,-0.002,3.985e4,241.842,51.493,0.224,301.142,241.169,3.935,0.115,5.649e6,0,3.656,0.486,0.499,0.373,0.011,0.102,0.686,2.297,4.922e-4,0,0,0,0,0.404,0.005,15.24,182.415,39.977,0.208,0.1,-27.652,435.25,314.542,0.05,0.334,4.002
33.807,6654.487,21.172,-9.749,35.696,9.75,1112.297,1.964,1112.299,0.101,28.74,0.154,48.476,-80.425,9.788,3.179,3.587e-7,10.369,-0.002,3.985e4,241.842,51.493,0.224,300.703,241.169,3.906,0.114,5.602e6,0,3.605,0.487,0.5,0.373,0.011,0.102,0.713,2.361,-4.137e-4,0,0,0,0,0.423,0.005,15.24,182.415,39.462,0.208,0.1,-27.659,435.183,314.537,0.05,0.334,3.935
33.857,6655.534,20.685,-9.744,35.403,9.746,1113.734,1.969,1113.735,0.101,28.732,0.154,48.476,-80.425,9.788,3.284,5.257e-7,10.514,-0.002,3.985e4,241.842,51.493,0.224,300.257,241.169,3.877,0.113,5.556e6,0,3.555,0.487,0.501,0.374,0.011,0.102,0.74,2.426,3.15e-4,0,0,0,0,0.442,0.005,15.24,182.415,38.94,0.208,0.1,-27.667,435.119,314.533,0.05,0.334,3.87
33.907,6656.556,20.197,-9.74,35.115,9.741,1115.17,1.974,1115.172,0.101,28.725,0.154,48.476,-80.425,9.788,3.391,4.839e-7,10.661,-0.002,3.985e4,241.842,51.493,0.224,299.805,241.169,3.847,0.112,5.51e6,0,3.507,0.488,0.503,0.374,0.011,0.102,0.768,2.493,-2.208e-4,0,0,0,0,0.462,0.005,15.24,182.415,38.41,0.209,0.1,-27.674,435.055,314.528,0.05,0.335,3.807
33.957,6657.553,19.711,-9.736,34.83,9.737,1116.606,1.979,1116.608,0.102,28.717,0.155,48.476,-80.425,9.788,3.502,3.778e-7,10.809,-0.002,3.985e4,241.842,51.493,0.224,299.346,241.169,3.817,0.111,5.465e6,0,3.46,0.488,0.504,0.375,0.011,0.102,0.797,2.561,-7.527e-5,0,0,0,0,0.482,0.005,15.24,182.415,37.874,0.209,0.1,-27.681,434.993,314.524,0.05,0.335,3.745
34.007,6658.527,19.224,-9.731,34.551,9.732,1118.042,1.985,1118.044,0.102,28.709,0.155,48.476,-80.425,9.788,3.615,5.216e-7,10.959,-0.002,3.985e4,241.842,51.493,0.224,298.881,241.169,3.787,0.11,5.421e6,0,3.415,0.489,0.506,0.375,0.011,0.102,0.827,2.629,1.14e-4,0,0,0,0,0.504,0.005,15.24,182.415,37.329,0.209,0.1,-27.688,434.933,314.52,0.05,0.336,3.685
34.057,6659.476,18.737,-9.727,34.276,9.728,1119.477,1.99,1119.479,0.102,28.701,0.155,48.476,-80.425,9.788,3.731,4.021e-7,11.11,-0.001,3.985e4,241.842,51.493,0.224,298.409,241.169,3.756,0.109,5.378e6,0,3.371,0.489,0.507,0.376,0.011,0.102,0.858,2.698,-4.511e-5,0,0,0,0,0.526,0.005,15.24,182.415,36.778,0.209,0.1,-27.695,434.875,314.516,0.05,0.336,3.626
34.107,6660.4,18.251,-9.722,34.006,9.723,1120.912,1.995,1120.914,0.102,28.694,0.156,48.476,-80.425,9.788,3.849,4.386e-7,11.263,-0.001,3.985e4,241.842,51.493,0.224,297.933,241.169,3.725,0.108,5.335e6,0,3.328,0.49,0.509,0.376,0.011,0.102,0.891,2.768,6.436e-5,0,0,0,0,0.549,0.005,15.24,182.415,36.218,0.21,0.1,-27.701,434.817,314.512,0.05,0.337,3.569
34.157,6661.301,17.765,-9.717,33.741,9.719,1122.346,2.001,1122.348,0.102,28.686,0.156,48.476,-80.425,9.788,3.97,5.042e-7,11.417,-0.001,3.985e4,241.842,51.493,0.224,297.451,241.169,3.693,0.108,5.293e6,0,3.287,0.49,0.51,0.377,0.011,0.102,0.924,2.839,-3.09e-4,0,0,0,0,0.573,0.005,15.24,182.415,35.651,0.21,0.1,-27.708,434.762,314.508,0.05,0.337,3.513
34.207,6662.177,17.279,-9.713,33.481,9.714,1123.78,2.006,1123.782,0.102,28.678,0.156,48.476,-80.425,9.788,4.094,4.936e-7,11.573,-8.68e-4,3.985e4,241.842,51.493,0.224,296.964,241.169,3.661,0.107,5.252e6,0,3.247,0.491,0.512,0.377,0.011,0.102,0.958,2.909,3.737e-4,0,0,0,0,0.598,0.004,15.24,182.415,35.077,0.21,0.1,-27.714,434.707,314.504,0.05,0.337,3.459
