# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
28.575,1.102e4,1.142e4,236.145,249.507,-12.746,12.767,2601.05,2.558,2601.051,0.056,80.557,0.739,0.499,-1.406,0.231,-4.43e-6,-1.289,0.002,70.094,0.104,5.488e4,4584.222,82.714,0.492,9.757,350.694,277.307,3.612,0,0,166.919,0.48,0.232,0.061,0.187,0.48,0.055,0.198,4.094e-4,0,0,0,0,-1.003e-4,3.875,90,-56.5,212.073,3.41e-4,297.06,0.844,2.553e7,20.32,324.293,0.05,0.766,0.032
28.625,1.103e4,1.143e4,235.508,248.892,-12.734,12.753,2605.077,2.566,2605.078,0.056,80.52,0.691,0.499,-1.406,0.262,-4.391e-6,-0.789,0.002,70.042,0.104,5.488e4,4584.222,82.714,0.492,9.757,350.54,277.307,3.604,0,0,165.406,0.479,0.232,0.06,0.186,0.479,0.062,0.224,1.762e-4,0,0,0,0,-3.78e-5,3.783,90,-56.5,211.668,3.404e-4,297.06,0.842,2.542e7,20.32,324.293,0.05,0.767,0.032
28.675,1.104e4,1.144e4,234.871,248.279,-12.702,12.721,2609.102,2.574,2609.103,0.057,80.487,0.702,0.499,-1.406,0.251,-4.34e-6,-0.225,0.002,70.017,0.104,5.488e4,4584.222,82.714,0.492,9.757,350.543,277.307,3.604,0,0,163.942,0.478,0.232,0.059,0.186,0.478,0.059,0.215,4.982e-4,0,0,0,0,-3.075e-6,3.757,90,-56.5,211.265,3.397e-4,297.06,0.84,2.53e7,20.32,324.293,0.05,0.767,0.032
28.725,1.106e4,1.145e4,234.238,247.668,-12.64,12.665,2613.125,2.581,2613.127,0.057,80.449,0.8,0.499,-1.406,0.176,-4.381e-6,0.215,0.002,70.017,0.104,5.488e4,4584.222,82.714,0.492,9.757,350.783,277.307,3.616,0,0,162.591,0.477,0.233,0.059,0.186,0.477,0.042,0.151,3.987e-5,0,0,0,0,2.833e-6,3.911,90,-56.5,210.862,3.391e-4,297.06,0.838,2.52e7,20.32,324.293,0.05,0.768,0.032
28.775,1.107e4,1.146e4,233.608,247.058,-12.568,12.602,2617.147,2.589,2617.148,0.057,80.406,0.929,0.499,-1.406,0.077,-4.379e-6,0.484,4.862e-4,70.036,0.105,5.488e4,4584.222,82.714,0.492,9.757,351.105,277.307,3.632,0,0,161.281,0.476,0.233,0.058,0.185,0.476,0.018,0.065,-4.22e-4,0,0,0,0,1.442e-5,4.102,90,-56.5,210.461,3.384e-4,297.06,0.836,2.51e7,20.32,324.293,0.05,0.768,0.032
28.825,1.108e4,1.147e4,232.981,246.449,-12.489,12.535,2621.166,2.597,2621.167,0.057,80.356,1.079,0.499,-1.406,0.04,-4.376e-6,-0.52,-0.006,70.062,0.105,5.488e4,4584.222,82.714,0.492,9.757,351.305,277.307,3.642,0,0,160.027,0.475,0.233,0.058,0.185,0.475,0.009,0.035,-3.411e-4,0,0,0,0,-1.671e-5,4.343,90,-56.5,210.06,3.378e-4,297.06,0.835,2.5e7,20.32,324.293,0.05,0.768,0.032
28.875,1.109e4,1.149e4,232.358,245.842,-12.428,12.484,2625.182,2.605,2625.184,0.057,80.299,1.175,0.499,-1.406,0.119,-4.386e-6,-0.337,-0.004,70.084,0.106,5.488e4,4584.222,82.714,0.492,9.757,350.934,277.307,3.623,0,0,158.702,0.475,0.233,0.057,0.185,0.475,0.028,0.102,7.551e-5,0,0,0,0,-7.03e-6,4.435,90,-56.5,209.661,3.371e-4,297.06,0.833,2.489e7,20.32,324.293,0.05,0.769,0.032
28.925,1.11e4,1.15e4,231.738,245.236,-12.378,12.44,2629.196,2.613,2629.197,0.057,80.239,1.241,0.499,-1.406,0.175,-4.377e-6,-0.055,-0.004,70.094,0.106,5.488e4,4584.222,82.714,0.492,9.757,350.681,277.307,3.611,0,0,157.366,0.474,0.233,0.057,0.184,0.474,0.041,0.15,2.77e-4,0,0,0,0,-1.853e-7,4.48,90,-56.5,209.263,3.365e-4,297.06,0.831,2.479e7,20.32,324.293,0.05,0.769,0.032
28.975,1.111e4,1.151e4,231.12,244.632,-12.348,12.411,2633.206,2.621,2633.207,0.057,80.176,1.252,0.499,-1.406,0.191,-4.41e-6,0.341,-0.004,70.087,0.107,5.488e4,4584.222,82.714,0.492,9.757,350.583,277.307,3.606,0,0,155.993,0.473,0.233,0.056,0.184,0.473,0.045,0.162,7.484e-5,0,0,0,0,7.289e-6,4.42,90,-56.5,208.891,3.359e-4,297.06,0.829,2.468e7,20.32,324.293,0.05,0.769,0.032
29.025,1.112e4,1.152e4,230.503,244.029,-12.327,12.389,2637.213,2.628,2637.215,0.057,80.114,1.236,0.499,-1.406,0.186,-4.409e-6,0.686,-0.005,70.061,0.107,5.488e4,4584.222,82.714,0.492,9.757,350.561,277.307,3.605,0,0,154.629,0.472,0.233,0.055,0.184,0.472,0.044,0.158,2.582e-4,0,0,0,0,2.967e-5,4.35,90,-56.5,208.525,3.353e-4,297.06,0.826,2.457e7,20.32,324.293,0.05,0.77,0.032
29.075,1.114e4,1.153e4,229.888,243.427,-12.3,12.363,2641.217,2.636,2641.219,0.057,80.052,1.241,0.499,-1.406,0.195,-4.419e-6,1.067,-0.006,70.017,0.108,5.488e4,4584.222,82.714,0.492,9.757,350.485,277.307,3.601,0,0,153.37,0.471,0.233,0.055,0.183,0.471,0.046,0.166,-1.778e-5,0,0,0,0,7.199e-5,4.43,90,-56.5,208.16,3.347e-4,297.06,0.824,2.447e7,20.32,324.293,0.05,0.77,0.032
29.125,1.115e4,1.154e4,229.273,242.826,-12.272,12.336,2645.218,2.644,2645.22,0.057,79.99,1.254,0.499,-1.406,0.21,-4.412e-6,1.441,-0.007,69.955,0.109,5.488e4,4584.222,82.714,0.492,9.757,350.394,277.307,3.597,0,0,152.19,0.47,0.233,0.054,0.183,0.47,0.05,0.178,4.26e-5,0,0,0,0,1.319e-4,4.617,90,-56.5,207.795,3.341e-4,297.06,0.823,2.438e7,20.32,324.293,0.05,0.771,0.032
29.175,1.116e4,1.156e4,228.66,242.227,-12.251,12.314,2649.216,2.652,2649.218,0.057,79.927,1.25,0.499,-1.406,0.211,-4.409e-6,1.865,-0.007,69.872,0.109,5.488e4,4584.222,82.714,0.492,9.757,350.357,277.307,3.595,0,0,151.035,0.47,0.233,0.054,0.182,0.47,0.05,0.179,3.988e-4,0,0,0,0,2.22e-4,4.834,90,-56.5,207.432,3.335e-4,297.06,0.821,2.428e7,20.32,324.293,0.05,0.771,0.032
29.225,1.117e4,1.157e4,228.048,241.629,-12.271,12.322,2653.211,2.66,2653.213,0.057,79.867,1.123,0.499,-1.406,0.118,-4.418e-6,2.213,-0.01,69.77,0.109,5.488e4,4584.222,82.714,0.492,9.757,350.657,277.307,3.61,0,0,149.678,0.469,0.233,0.053,0.182,0.469,0.028,0.099,-4.394e-4,0,0,0,0,3.142e-4,4.71,90,-56.5,207.07,3.33e-4,297.06,0.819,2.418e7,20.32,324.293,0.05,0.772,0.031
29.275,1.118e4,1.158e4,227.433,241.032,-12.275,12.32,2657.203,2.668,2657.205,0.058,79.814,1.045,0.499,-1.406,0.06,-4.399e-6,2.322,-0.015,69.656,0.108,5.488e4,4584.222,82.714,0.492,9.757,350.82,277.307,3.618,0,0,148.461,0.468,0.233,0.053,0.182,0.468,0.014,0.05,-2.999e-4,0,0,0,0,3.475e-4,4.785,90,-56.5,206.709,3.324e-4,297.06,0.817,2.408e7,20.32,324.293,0.05,0.772,0.031
29.325,1.119e4,1.159e4,226.82,240.436,-12.274,12.314,2661.193,2.676,2661.194,0.058,79.762,0.988,0.499,-1.406,0.016,-4.394e-6,2.438,-0.046,69.536,0.108,5.488e4,4584.222,82.714,0.492,9.757,350.846,277.307,3.619,0,0,147.311,0.467,0.234,0.052,0.181,0.467,0.004,0.013,-3.97e-4,0,0,0,0,3.849e-4,4.951,90,-56.5,206.349,3.318e-4,297.06,0.815,2.398e7,20.32,324.293,0.05,0.772,0.031
29.375,1.12e4,1.16e4,226.206,239.841,-12.302,12.331,2665.18,2.684,2665.181,0.058,79.716,0.845,0.499,-1.406,0.095,-4.388e-6,-2.36,-0.004,69.416,0.108,5.488e4,4584.222,82.714,0.492,9.757,350.688,277.307,3.611,0,0,146.002,0.466,0.234,0.052,0.181,0.466,0.022,0.081,-1.775e-4,0,0,0,0,-3.625e-4,4.81,90,-56.5,205.989,3.312e-4,297.06,0.813,2.388e7,20.32,324.293,0.05,0.773,0.031
29.425,1.122e4,1.161e4,225.59,239.247,-12.315,12.337,2669.164,2.692,2669.166,0.058,79.677,0.75,0.499,-1.406,0.17,-4.394e-6,-2.098,-6.943e-4,69.304,0.107,5.488e4,4584.222,82.714,0.492,9.757,350.362,277.307,3.595,0,0,144.778,0.465,0.234,0.051,0.181,0.465,0.04,0.143,-3.514e-4,0,0,0,0,-2.881e-4,4.787,90,-56.5,205.631,3.306e-4,297.06,0.811,2.378e7,20.32,324.293,0.05,0.773,0.031
29.475,1.123e4,1.162e4,224.974,238.655,-12.316,12.335,2673.147,2.7,2673.149,0.058,79.641,0.687,0.499,-1.406,0.219,-4.416e-6,-1.745,3.869e-4,69.207,0.107,5.488e4,4584.222,82.714,0.492,9.757,350.139,277.307,3.584,0,0,143.588,0.465,0.234,0.051,0.18,0.465,0.051,0.184,-2.432e-4,0,0,0,0,-2.001e-4,4.804,90,-56.5,205.274,3.301e-4,297.06,0.809,2.368e7,20.32,324.293,0.05,0.774,0.031
29.525,1.124e4,1.163e4,224.359,238.063,-12.307,12.324,2677.128,2.707,2677.13,0.058,79.608,0.65,0.499,-1.406,0.247,-4.421e-6,-1.309,9.732e-4,69.131,0.106,5.488e4,4584.222,82.714,0.492,9.757,350,277.307,3.577,0,0,142.409,0.464,0.234,0.05,0.18,0.464,0.058,0.207,-3.512e-4,0,0,0,0,-1.132e-4,4.825,90,-56.5,204.917,3.295e-4,297.06,0.807,2.358e7,20.32,324.293,0.05,0.774,0.031
29.575,1.125e4,1.165e4,223.744,237.473,-12.285,12.302,2681.108,2.715,2681.109,0.058,79.575,0.649,0.499,-1.406,0.245,-4.437e-6,-0.864,0.002,69.076,0.106,5.488e4,4584.222,82.714,0.492,9.756,349.97,277.307,3.576,0,0,141.253,0.463,0.234,0.05,0.18,0.463,0.058,0.206,2.488e-4,0,0,0,0,-4.959e-5,4.875,90,-56.5,204.562,3.289e-4,297.06,0.805,2.348e7,20.32,324.293,0.05,0.775,0.031
29.625,1.126e4,1.166e4,223.13,236.884,-12.267,12.283,2685.086,2.723,2685.087,0.058,79.543,0.635,0.499,-1.406,0.253,-4.486e-6,-0.429,0.002,69.044,0.106,5.488e4,4584.222,82.714,0.492,9.756,349.903,277.307,3.573,0,0,140.031,0.462,0.234,0.049,0.179,0.462,0.059,0.212,2.691e-4,0,0,0,0,-1.23e-5,4.786,90,-56.5,204.208,3.284e-4,297.06,0.803,2.338e7,20.32,324.293,0.05,0.775,0.031
29.675,1.127e4,1.167e4,222.517,236.296,-12.237,12.254,2689.062,2.731,2689.064,0.058,79.511,0.651,0.499,-1.406,0.236,-4.467e-6,0.026,0.002,69.034,0.106,5.488e4,4584.222,82.714,0.492,9.756,349.931,277.307,3.574,0,0,138.822,0.461,0.234,0.048,0.179,0.461,0.055,0.197,2.07e-4,0,0,0,0,4.56e-8,4.707,90,-56.5,203.854,3.278e-4,297.06,0.801,2.328e7,20.32,324.293,0.05,0.776,0.031
29.725,1.128e4,1.168e4,221.907,235.71,-12.205,12.224,2693.037,2.739,2693.038,0.058,79.477,0.672,0.499,-1.406,0.212,-4.489e-6,0.4,0.002,69.045,0.107,5.488e4,4584.222,82.714,0.492,9.756,349.979,277.307,3.576,0,0,137.609,0.461,0.234,0.048,0.178,0.461,0.05,0.178,8.809e-5,0,0,0,0,1.081e-5,4.564,90,-56.5,203.502,3.272e-4,297.06,0.799,2.318e7,20.32,324.293,0.05,0.776,0.031
29.775,1.129e4,1.169e4,221.297,235.125,-12.175,12.194,2697.01,2.747,2697.011,0.058,79.444,0.688,0.499,-1.406,0.193,-4.506e-6,0.77,0.001,69.074,0.107,5.488e4,4584.222,82.714,0.492,9.756,350.013,277.307,3.578,0,0,136.373,0.46,0.234,0.048,0.178,0.46,0.045,0.162,3.173e-4,0,0,0,0,4.019e-5,4.323,90,-56.5,203.15,3.267e-4,297.06,0.797,2.307e7,20.32,324.293,0.05,0.776,0.031
29.825,1.131e4,1.17e4,220.689,234.541,-12.124,12.148,2700.981,2.755,2700.983,0.058,79.408,0.761,0.499,-1.406,0.124,-4.492e-6,1.056,3.679e-4,69.12,0.108,5.488e4,4584.222,82.714,0.492,9.756,350.227,277.307,3.589,0,0,135.219,0.459,0.234,0.047,0.178,0.459,0.029,0.103,2.527e-4,0,0,0,0,7.594e-5,4.228,90,-56.5,202.8,3.261e-4,297.06,0.794,2.297e7,20.32,324.293,0.05,0.777,0.031
29.875,1.132e4,1.171e4,220.085,233.958,-12.072,12.101,2704.951,2.763,2704.952,0.059,79.368,0.84,0.499,-1.406,0.049,-4.494e-6,1.196,-0.003,69.177,0.109,5.488e4,4584.222,82.714,0.492,9.756,350.446,277.307,3.599,0,0,134.074,0.458,0.234,0.047,0.177,0.458,0.011,0.041,3.643e-4,0,0,0,0,9.806e-5,4.12,90,-56.5,202.45,3.255e-4,297.06,0.792,2.288e7,20.32,324.293,0.05,0.777,0.03
29.925,1.133e4,1.172e4,219.482,233.377,-12.009,12.047,2708.918,2.771,2708.919,0.059,79.324,0.948,0.499,-1.406,0.053,-4.494e-6,-1.215,-0.01,69.238,0.11,5.488e4,4584.222,82.714,0.492,9.756,350.492,277.307,3.602,0,0,132.997,0.458,0.235,0.046,0.177,0.458,0.012,0.045,9.121e-5,0,0,0,0,-1.017e-4,4.115,90,-56.5,202.102,3.25e-4,297.06,0.79,2.278e7,20.32,324.293,0.05,0.778,0.03
29.975,1.134e4,1.173e4,218.884,232.797,-11.952,11.997,2712.883,2.779,2712.884,0.059,79.273,1.046,0.499,-1.406,0.147,-4.477e-6,-1.021,-0.006,69.295,0.111,5.488e4,4584.222,82.714,0.492,9.756,350.078,277.307,3.581,0,0,131.933,0.457,0.235,0.046,0.177,0.457,0.034,0.123,-2.393e-4,0,0,0,0,-7.207e-5,4.1,90,-56.5,201.754,3.244e-4,297.06,0.788,2.268e7,20.32,324.293,0.05,0.778,0.03
30.025,1.135e4,1.175e4,218.287,232.217,-11.905,11.957,2716.845,2.788,2716.847,0.059,79.219,1.113,0.499,-1.406,0.214,-4.485e-6,-0.73,-0.005,69.339,0.112,5.488e4,4584.222,82.714,0.492,9.756,349.788,277.307,3.567,0,0,130.851,0.456,0.235,0.046,0.176,0.457,0.05,0.178,1.827e-4,0,0,0,0,-3.705e-5,4.026,90,-56.5,201.407,3.239e-4,297.06,0.786,2.259e7,20.32,324.293,0.05,0.779,0.03
30.075,1.136e4,1.176e4,217.693,231.639,-11.856,11.916,2720.805,2.796,2720.806,0.059,79.162,1.194,0.499,-1.406,0.292,-4.482e-6,-0.305,-0.005,69.365,0.113,5.488e4,4584.222,82.714,0.492,9.756,349.461,277.307,3.551,0,0,129.852,0.456,0.235,0.045,0.176,0.456,0.068,0.243,-2.177e-4,0,0,0,0,-6.484e-6,4.085,90,-56.5,201.062,3.233e-4,297.06,0.785,2.249e7,20.32,324.293,0.05,0.779,0.03
30.125,1.137e4,1.177e4,217.101,231.062,-11.814,11.88,2724.761,2.804,2724.763,0.059,79.1,1.254,0.499,-1.406,0.352,-4.51e-6,0.232,-0.005,69.368,0.114,5.488e4,4584.222,82.714,0.492,9.756,349.207,277.307,3.538,0,0,128.875,0.455,0.235,0.045,0.175,0.455,0.083,0.293,3.841e-4,0,0,0,0,3.77e-6,4.171,90,-56.5,200.717,3.227e-4,297.06,0.783,2.24e7,20.32,324.293,0.05,0.78,0.03
30.175,1.138e4,1.178e4,216.511,230.486,-11.776,11.849,2728.715,2.812,2728.716,0.059,79.037,1.305,0.499,-1.406,0.404,-4.538e-6,0.849,-0.005,69.341,0.114,5.488e4,4584.222,82.714,0.492,9.756,348.988,277.307,3.528,0,0,127.952,0.455,0.235,0.045,0.175,0.455,0.095,0.335,1.141e-5,0,0,0,0,5.087e-5,4.347,90,-56.5,200.373,3.222e-4,297.06,0.781,2.232e7,20.32,324.293,0.05,0.78,0.03
30.225,1.139e4,1.179e4,215.923,229.911,-11.769,11.837,2732.665,2.82,2732.666,0.059,78.971,1.271,0.499,-1.406,0.381,-4.54e-6,1.526,-0.005,69.281,0.114,5.488e4,4584.222,82.714,0.492,9.756,349.04,277.307,3.53,0,0,126.926,0.454,0.235,0.044,0.175,0.454,0.089,0.315,3.138e-4,0,0,0,0,1.651e-4,4.345,90,-56.5,200.03,3.216e-4,297.06,0.779,2.222e7,20.32,324.293,0.05,0.781,0.03
30.275,1.14e4,1.18e4,215.334,229.338,-11.779,11.839,2736.612,2.828,2736.613,0.059,78.91,1.186,0.499,-1.406,0.311,-4.573e-6,2.069,-0.006,69.191,0.114,5.488e4,4584.222,82.714,0.492,9.756,349.264,277.307,3.541,0,0,125.859,0.454,0.235,0.044,0.174,0.454,0.073,0.257,4.862e-4,0,0,0,0,3.048e-4,4.267,90,-56.5,199.688,3.211e-4,297.06,0.777,2.213e7,20.32,324.293,0.05,0.781,0.03
30.325,1.141e4,1.181e4,214.745,228.765,-11.783,11.836,2740.556,2.836,2740.557,0.059,78.852,1.126,0.499,-1.406,0.261,-4.569e-6,2.53,-0.008,69.076,0.114,5.488e4,4584.222,82.714,0.492,9.756,349.418,277.307,3.549,0,0,124.904,0.453,0.235,0.044,0.174,0.453,0.061,0.216,-2.075e-4,0,0,0,0,4.58e-4,4.379,90,-56.5,199.347,3.205e-4,297.06,0.775,2.204e7,20.32,324.293,0.05,0.782,0.03
30.375,1.142e4,1.182e4,214.156,228.193,-11.815,11.856,2744.497,2.844,2744.499,0.059,78.798,0.986,0.499,-1.406,0.137,-4.562e-6,2.882,-0.011,68.939,0.114,5.488e4,4584.222,82.714,0.492,9.756,349.839,277.307,3.569,0,0,123.833,0.452,0.235,0.043,0.174,0.452,0.032,0.113,5.782e-5,0,0,0,0,5.975e-4,4.256,90,-56.5,199.007,3.2e-4,297.06,0.773,2.194e7,20.32,324.293,0.05,0.782,0.03
30.425,1.144e4,1.183e4,213.564,227.622,-11.869,11.895,2748.436,2.852,2748.438,0.059,78.754,0.788,0.499,-1.406,0.045,-4.553e-6,-2.949,-0.021,68.792,0.113,5.488e4,4584.222,82.714,0.492,9.756,350.238,277.307,3.589,0,0,122.681,0.452,0.235,0.043,0.173,0.452,0.01,0.038,-2.588e-4,0,0,0,0,-6.295e-4,3.921,90,-56.5,198.668,3.195e-4,297.06,0.771,2.184e7,20.32,324.293,0.05,0.782,0.03
30.475,1.145e4,1.184e4,212.969,227.052,-11.914,11.93,2752.373,2.86,2752.374,0.06,78.719,0.617,0.499,-1.406,0.204,-4.556e-6,-2.746,-0.002,68.649,0.113,5.488e4,4584.222,82.714,0.492,9.756,349.551,277.307,3.555,0,0,121.598,0.451,0.235,0.043,0.173,0.451,0.047,0.169,4.542e-4,0,0,0,0,-5.491e-4,3.66,90,-56.5,198.33,3.189e-4,297.06,0.769,2.174e7,20.32,324.293,0.05,0.783,0.03
30.525,1.146e4,1.185e4,212.372,226.483,-11.931,11.943,2756.308,2.869,2756.31,0.06,78.692,0.529,0.499,-1.406,0.286,-4.558e-6,-2.333,-9.504e-4,68.522,0.112,5.488e4,4584.222,82.714,0.492,9.756,349.207,277.307,3.538,0,0,120.645,0.45,0.235,0.042,0.173,0.45,0.067,0.236,3.594e-5,0,0,0,0,-3.984e-4,3.65,90,-56.5,197.992,3.184e-4,297.06,0.767,2.165e7,20.32,324.293,0.05,0.783,0.03
30.575,1.147e4,1.186e4,211.776,225.915,-11.937,11.946,2760.242,2.877,2760.243,0.06,78.666,0.469,0.499,-1.406,0.343,-4.541e-6,-1.868,9.765e-5,68.416,0.112,5.488e4,4584.222,82.714,0.492,9.756,348.961,277.307,3.526,0,0,119.704,0.45,0.236,0.042,0.172,0.45,0.08,0.283,-4.492e-4,0,0,0,0,-2.566e-4,3.651,90,-56.5,197.656,3.178e-4,297.06,0.765,2.156e7,20.32,324.293,0.05,0.784,0.029
30.625,1.148e4,1.187e4,211.179,225.347,-11.945,11.952,2764.175,2.885,2764.176,0.06,78.645,0.401,0.499,-1.406,0.406,-4.578e-6,-1.282,5.017e-4,68.337,0.111,5.488e4,4584.222,82.714,0.492,9.756,348.694,277.307,3.513,0,0,118.708,0.449,0.236,0.042,0.172,0.449,0.095,0.334,-1.803e-4,0,0,0,0,-1.215e-4,3.51,90,-56.5,197.32,3.173e-4,297.06,0.763,2.146e7,20.32,324.293,0.05,0.784,0.029
30.675,1.149e4,1.188e4,210.582,224.781,-11.935,11.941,2768.106,2.893,2768.108,0.06,78.625,0.379,0.499,-1.406,0.425,-4.61e-6,-0.648,6.853e-4,68.289,0.111,5.488e4,4584.222,82.714,0.492,9.756,348.587,277.307,3.508,0,0,117.732,0.449,0.236,0.041,0.172,0.449,0.099,0.349,3.49e-4,0,0,0,0,-3.119e-5,3.418,90,-56.5,196.986,3.167e-4,297.06,0.761,2.137e7,20.32,324.293,0.05,0.784,0.029
30.725,1.15e4,1.19e4,209.986,224.216,-11.903,11.911,2772.037,2.901,2772.039,0.06,78.606,0.412,0.499,-1.406,0.391,-4.669e-6,-0.015,6.53e-4,68.272,0.111,5.488e4,4584.222,82.714,0.492,9.756,348.68,277.307,3.512,0,0,116.793,0.448,0.236,0.041,0.171,0.448,0.091,0.321,-2.286e-4,0,0,0,0,-1.72e-8,3.418,90,-56.5,196.652,3.162e-4,297.06,0.759,2.128e7,20.32,324.293,0.05,0.785,0.029
30.775,1.151e4,1.191e4,209.392,223.652,-11.845,11.856,2775.967,2.909,2775.969,0.06,78.583,0.516,0.499,-1.406,0.287,-4.69e-6,0.505,2.981e-4,68.285,0.111,5.488e4,4584.222,82.714,0.492,9.756,349.033,277.307,3.53,0,0,115.929,0.448,0.236,0.041,0.171,0.448,0.067,0.235,1.603e-4,0,0,0,0,1.914e-5,3.594,90,-56.5,196.32,3.157e-4,297.06,0.757,2.12e7,20.32,324.293,0.05,0.786,0.029
30.825,1.152e4,1.192e4,208.801,223.089,-11.784,11.801,2779.895,2.918,2779.897,0.06,78.554,0.624,0.499,-1.406,0.175,-4.708e-6,0.838,-7.173e-4,68.32,0.112,5.488e4,4584.222,82.714,0.492,9.756,349.41,277.307,3.548,0,0,115.055,0.447,0.236,0.04,0.171,0.447,0.041,0.144,-1.68e-4,0,0,0,0,5.292e-5,3.717,90,-56.5,195.988,3.151e-4,297.06,0.755,2.111e7,20.32,324.293,0.05,0.786,0.029
30.875,1.153e4,1.193e4,208.213,222.527,-11.728,11.75,2783.822,2.926,2783.824,0.06,78.521,0.722,0.499,-1.406,0.071,-4.715e-6,1.026,-0.006,68.367,0.112,5.488e4,4584.222,82.714,0.492,9.756,349.727,277.307,3.564,0,0,114.159,0.446,0.236,0.04,0.17,0.446,0.016,0.059,4.991e-4,0,0,0,0,7.976e-5,3.757,90,-56.5,195.658,3.146e-4,297.06,0.754,2.103e7,20.32,324.293,0.05,0.787,0.029
30.925,1.154e4,1.194e4,207.629,221.966,-11.664,11.694,2787.747,2.934,2787.749,0.06,78.482,0.842,0.499,-1.406,0.057,-4.721e-6,-1.042,-0.016,68.419,0.113,5.488e4,4584.222,82.714,0.492,9.756,349.924,277.307,3.574,0,0,113.317,0.446,0.236,0.04,0.17,0.446,0.013,0.047,-1.125e-4,0,0,0,0,-8.261e-5,3.88,90,-56.5,195.328,3.141e-4,297.06,0.752,2.094e7,20.32,324.293,0.05,0.787,0.029
30.975,1.155e4,1.195e4,207.047,221.406,-11.617,11.653,2791.67,2.942,2791.672,0.06,78.437,0.914,0.499,-1.406,0.137,-4.716e-6,-0.873,-0.009,68.468,0.114,5.488e4,4584.222,82.714,0.492,9.756,349.53,277.307,3.554,0,0,112.409,0.445,0.236,0.04,0.17,0.445,0.032,0.113,1.814e-4,0,0,0,0,-5.827e-5,3.83,90,-56.5,194.999,3.136e-4,297.06,0.75,2.085e7,20.32,324.293,0.05,0.788,0.029
31.025,1.156e4,1.196e4,206.467,220.847,-11.575,11.616,2795.591,2.951,2795.593,0.06,78.391,0.977,0.499,-1.406,0.209,-4.701e-6,-0.646,-0.007,68.506,0.115,5.488e4,4584.222,82.714,0.492,9.756,349.214,277.307,3.539,0,0,111.526,0.445,0.236,0.039,0.169,0.445,0.049,0.171,-9.129e-5,0,0,0,0,-3.203e-5,3.787,90,-56.5,194.671,3.13e-4,297.06,0.748,2.077e7,20.32,324.293,0.05,0.788,0.029
31.075,1.157e4,1.197e4,205.889,220.289,-11.522,11.572,2799.509,2.959,2799.511,0.061,78.339,1.075,0.499,-1.406,0.315,-4.706e-6,-0.264,-0.007,68.529,0.116,5.488e4,4584.222,82.714,0.492,9.755,348.785,277.307,3.518,0,0,110.755,0.444,0.236,0.039,0.169,0.445,0.073,0.258,1.307e-4,0,0,0,0,-5.383e-6,3.951,90,-56.5,194.344,3.125e-4,297.06,0.746,2.068e7,20.32,324.293,0.05,0.788,0.029
31.125,1.158e4,1.198e4,205.314,219.732,-11.485,11.541,2803.425,2.967,2803.427,0.061,78.284,1.127,0.499,-1.406,0.376,-4.725e-6,0.241,-0.007,68.53,0.117,5.488e4,4584.222,82.714,0.492,9.755,348.527,277.307,3.505,0,0,109.945,0.444,0.236,0.039,0.169,0.444,0.088,0.307,4.857e-5,0,0,0,0,4.506e-6,4.027,90,-56.5,194.018,3.12e-4,297.06,0.745,2.06e7,20.32,324.293,0.05,0.789,0.029
31.175,1.159e4,1.199e4,204.741,219.176,-11.447,11.508,2807.338,2.975,2807.339,0.061,78.227,1.187,0.499,-1.406,0.444,-4.71e-6,0.8,-0.006,68.505,0.118,5.488e4,4584.222,82.714,0.492,9.755,348.25,277.307,3.491,0,0,109.208,0.444,0.236,0.039,0.169,0.444,0.104,0.362,3.912e-4,0,0,0,0,4.992e-5,4.241,90,-56.5,193.693,3.115e-4,297.06,0.743,2.052e7,20.32,324.293,0.05,0.789,0.029
31.225,1.16e4,1.2e4,204.169,218.621,-11.445,11.502,2811.248,2.984,2811.249,0.061,78.166,1.147,0.499,-1.406,0.41,-4.756e-6,1.461,-0.007,68.448,0.118,5.488e4,4584.222,82.714,0.492,9.755,348.341,277.307,3.496,0,0,108.321,0.443,0.236,0.038,0.168,0.443,0.096,0.334,1.962e-4,0,0,0,0,1.672e-4,4.167,90,-56.5,193.368,3.109e-4,297.06,0.741,2.043e7,20.32,324.293,0.05,0.79,0.029
