# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
51.64,1.441e4,-6.734,-9.745,6.779,9.745,-15.908,0.154,15.908,179.445,0.783,0.012,28.61,-80.6,9.748,171.942,-1.034e-6,0.446,5.834e-4,4.306e4,3.79,47.962,0.408,352.304,260.744,4.506,0.023,3.879e5,0,-0.099,0.55,-0.626,0.431,0.013,0.106,3.163,10.169,-2.391e-4,0,0,0,0,0.01,8.698e-4,20.32,324.293,87.731,179.813,0.1,-56.5,132.364,297.06,0.05,0.952
51.69,1.441e4,-7.221,-9.745,7.263,9.745,-15.947,0.154,15.947,179.446,0.782,0.014,28.61,-80.6,9.748,172.313,-1.034e-6,0.467,5.739e-4,4.306e4,3.79,47.962,0.408,352.439,260.744,4.513,0.024,4.157e5,0,-0.111,0.544,-0.614,0.425,0.013,0.106,3.156,10.293,-9.481e-5,0,0,0,0,0.01,9.316e-4,20.32,324.293,87.708,179.813,0.1,-56.5,132.371,297.06,0.05,0.952
51.74,1.44e4,-7.708,-9.744,7.748,9.744,-15.986,0.154,15.987,179.447,0.781,0.016,28.61,-80.6,9.748,172.634,-1.035e-6,0.492,5.62e-4,4.306e4,3.79,47.962,0.408,352.551,260.744,4.518,0.026,4.436e5,0,-0.124,0.538,-0.602,0.419,0.013,0.106,3.151,10.398,3.405e-4,0,0,0,0,0.01,9.936e-4,20.32,324.293,87.684,179.813,0.1,-56.5,132.379,297.06,0.05,0.953
51.79,1.44e4,-8.195,-9.744,8.232,9.744,-16.025,0.154,16.026,179.448,0.78,0.018,28.61,-80.6,9.748,172.913,-1.034e-6,0.52,5.518e-4,4.306e4,3.79,47.962,0.408,352.644,260.744,4.523,0.028,4.714e5,0,-0.138,0.532,-0.592,0.413,0.013,0.106,3.148,10.488,3.953e-4,0,0,0,0,0.01,0.001,20.32,324.293,87.659,179.813,0.1,-56.5,132.388,297.06,0.05,0.953
51.84,1.44e4,-8.683,-9.744,8.718,9.744,-16.064,0.154,16.065,179.449,0.779,0.02,28.61,-80.6,9.748,173.158,-1.034e-6,0.551,5.415e-4,4.306e4,3.79,47.962,0.408,352.721,260.744,4.526,0.029,4.993e5,0,-0.153,0.527,-0.584,0.408,0.013,0.106,3.145,10.564,-4.205e-5,0,0,0,0,0.01,0.001,20.32,324.293,87.632,179.813,0.1,-56.5,132.397,297.06,0.05,0.954
51.89,1.44e4,-9.17,-9.743,9.203,9.743,-16.103,0.154,16.104,179.451,0.778,0.022,28.61,-80.6,9.748,173.373,-1.035e-6,0.587,5.285e-4,4.306e4,3.79,47.962,0.408,352.784,260.744,4.53,0.031,5.272e5,0,-0.168,0.523,-0.575,0.404,0.013,0.106,3.144,10.63,-6.826e-5,0,0,0,0,0.01,0.001,20.32,324.293,87.604,179.813,0.1,-56.5,132.407,297.06,0.05,0.954
51.94,1.44e4,-9.657,-9.743,9.688,9.743,-16.142,0.154,16.142,179.452,0.777,0.025,28.61,-80.6,9.748,173.562,-1.034e-6,0.627,5.162e-4,4.306e4,3.79,47.962,0.408,352.835,260.744,4.532,0.033,5.551e5,0,-0.184,0.518,-0.568,0.399,0.013,0.106,3.144,10.686,1.869e-4,0,0,0,0,0.01,0.001,20.32,324.293,87.574,179.813,0.1,-56.5,132.417,297.06,0.05,0.955
51.99,1.44e4,-10.144,-9.742,10.174,9.742,-16.18,0.155,16.181,179.453,0.776,0.027,28.61,-80.6,9.748,173.729,-1.035e-6,0.671,5.026e-4,4.306e4,3.79,47.962,0.408,352.874,260.744,4.534,0.034,5.83e5,0,-0.2,0.514,-0.562,0.395,0.013,0.106,3.145,10.733,-6.585e-5,0,0,0,0,0.01,0.001,20.32,324.293,87.541,179.813,0.1,-56.5,132.427,297.06,0.05,0.956
52.04,1.44e4,-10.631,-9.742,10.659,9.742,-16.219,0.155,16.22,179.454,0.774,0.03,28.61,-80.6,9.748,173.876,-1.033e-6,0.72,4.924e-4,4.306e4,3.79,47.962,0.408,352.903,260.744,4.535,0.036,6.109e5,0,-0.218,0.51,-0.556,0.391,0.013,0.106,3.146,10.773,-3.031e-4,0,0,0,0,0.011,0.001,20.32,324.293,87.506,179.814,0.1,-56.5,132.438,297.06,0.05,0.957
52.09,1.44e4,-11.118,-9.741,11.145,9.741,-16.258,0.155,16.259,179.455,0.773,0.032,28.61,-80.6,9.748,174.005,-1.034e-6,0.773,4.76e-4,4.306e4,3.79,47.962,0.408,352.922,260.744,4.536,0.037,6.388e5,0,-0.236,0.507,-0.55,0.388,0.013,0.106,3.149,10.806,3.065e-4,0,0,0,0,0.012,0.001,20.32,324.293,87.469,179.814,0.1,-56.5,132.45,297.06,0.05,0.957
52.14,1.44e4,-11.605,-9.741,11.631,9.741,-16.297,0.155,16.297,179.456,0.771,0.035,28.61,-80.6,9.748,174.119,-1.036e-6,0.832,4.595e-4,4.306e4,3.79,47.962,0.408,352.933,260.744,4.537,0.039,6.667e5,0,-0.254,0.503,-0.545,0.384,0.013,0.106,3.153,10.831,-4.026e-4,0,0,0,0,0.012,0.001,20.32,324.293,87.429,179.814,0.1,-56.5,132.462,297.06,0.05,0.958
52.19,1.44e4,-12.092,-9.74,12.117,9.74,-16.335,0.155,16.336,179.457,0.769,0.038,28.61,-80.6,9.748,174.217,-1.034e-6,0.896,4.468e-4,4.306e4,3.79,47.962,0.408,352.934,260.744,4.537,0.041,6.947e5,0,-0.274,0.5,-0.54,0.381,0.013,0.106,3.157,10.85,-2.722e-4,0,0,0,0,0.013,0.002,20.32,324.293,87.386,179.814,0.1,-56.5,132.475,297.06,0.05,0.959
52.24,1.44e4,-12.579,-9.739,12.603,9.739,-16.373,0.155,16.374,179.458,0.767,0.042,28.61,-80.6,9.748,174.302,-1.034e-6,0.966,4.335e-4,4.306e4,3.79,47.962,0.408,352.927,260.744,4.537,0.042,7.227e5,0,-0.294,0.497,-0.536,0.378,0.013,0.106,3.162,10.864,3.007e-4,0,0,0,0,0.014,0.002,20.32,324.293,87.339,179.815,0.1,-56.5,132.488,297.06,0.05,0.96
52.29,1.44e4,-13.066,-9.739,13.089,9.739,-16.412,0.155,16.413,179.459,0.765,0.045,28.61,-80.6,9.748,174.374,-1.034e-6,1.041,4.166e-4,4.306e4,3.79,47.962,0.408,352.912,260.744,4.536,0.044,7.506e5,0,-0.315,0.494,-0.532,0.375,0.013,0.106,3.169,10.872,-2.873e-4,0,0,0,0,0.015,0.002,20.32,324.293,87.289,179.815,0.1,-56.5,132.502,297.06,0.05,0.961
52.34,1.44e4,-13.553,-9.738,13.575,9.738,-16.45,0.155,16.451,179.46,0.763,0.048,28.61,-80.6,9.748,174.435,-1.033e-6,1.122,4.015e-4,4.306e4,3.79,47.962,0.408,352.888,260.744,4.535,0.046,7.786e5,0,-0.336,0.491,-0.528,0.372,0.013,0.106,3.176,10.873,4.046e-4,0,0,0,0,0.016,0.002,20.32,324.293,87.235,179.816,0.1,-56.5,132.516,297.06,0.05,0.962
52.39,1.44e4,-14.04,-9.737,14.061,9.737,-16.488,0.155,16.489,179.461,0.76,0.052,28.61,-80.6,9.748,174.484,-1.031e-6,1.209,3.829e-4,4.306e4,3.79,47.962,0.408,352.855,260.744,4.533,0.047,8.066e5,0,-0.358,0.489,-0.525,0.37,0.013,0.106,3.185,10.869,-5.867e-5,0,0,0,0,0.018,0.002,20.32,324.293,87.177,179.816,0.1,-56.5,132.531,297.06,0.05,0.963
52.44,1.44e4,-14.527,-9.736,14.547,9.737,-16.526,0.155,16.527,179.462,0.758,0.056,28.61,-80.6,9.748,174.522,-1.033e-6,1.302,3.661e-4,4.306e4,3.79,47.962,0.408,352.814,260.744,4.531,0.049,8.346e5,0,-0.381,0.486,-0.522,0.367,0.013,0.106,3.195,10.86,9.498e-5,0,0,0,0,0.019,0.002,20.32,324.293,87.114,179.817,0.1,-56.5,132.546,297.06,0.05,0.964
52.49,1.44e4,-15.014,-9.736,15.033,9.736,-16.564,0.155,16.565,179.464,0.755,0.059,28.61,-80.6,9.748,174.549,-1.036e-6,1.401,3.428e-4,4.306e4,3.79,47.962,0.408,352.789,260.744,4.53,0.051,8.626e5,0,-0.405,0.484,-0.519,0.365,0.013,0.106,3.201,10.855,3.59e-4,0,0,0,0,0.021,0.002,20.32,324.293,87.047,179.817,0.1,-56.5,132.562,297.06,0.05,0.964
52.493,1.44e4,-15.038,-9.736,15.057,9.736,-16.566,0.155,16.566,179.464,0.755,0.06,28.61,-80.6,9.748,174.55,-1.034e-6,1.407,3.419e-4,4.306e4,3.79,47.962,0.408,352.79,260.744,4.53,0.051,8.64e5,0,-0.406,0.484,-0.519,0.364,0.013,0.106,3.2,10.855,-4.329e-4,0,0,0,0,0.021,0.002,20.32,324.293,87.043,179.817,0.1,-56.5,132.563,297.06,0.003,0.966
52.494,1.44e4,-15.048,-9.623,15.062,9.623,-16.566,0.155,16.567,179.464,0.755,0.007,28.61,-80.6,9.748,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.051,8.645e5,0,5.368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,-56.5,132.563,297.06,0.001,0.967
52.994,1.439e4,-19.859,-9.623,19.87,9.623,-16.943,0.156,16.944,179.474,0.751,0.007,28.61,-80.6,9.748,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.051,1.141e6,0,5.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0.1,-56.5,132.563,297.06,0.5,0.968
53.494,1.438e4,-24.624,-9.531,24.633,9.531,-17.317,0.156,17.318,179.483,0.746,0.01,28.61,-80.6,9.748,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.067,1.416e6,0,9.368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,-56.5,132.749,297.06,0.5,0.968
53.994,1.436e4,-29.331,-9.413,29.338,9.413,-17.689,0.157,17.69,179.493,0.74,0.012,28.61,-80.6,9.748,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.083,1.689e6,0,14.423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,-56.5,132.987,297.06,0.5,0.968
54.494,1.435e4,-33.967,-9.272,33.973,9.272,-18.057,0.157,18.058,179.501,0.733,0.014,28.61,-80.6,9.748,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.099,1.961e6,0,20.504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,-56.5,133.276,297.06,0.5,0.968
54.994,1.433e4,-38.521,-9.108,38.526,9.108,-18.422,0.158,18.422,179.51,0.725,0.016,28.61,-80.6,9.748,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.114,2.229e6,0,27.564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,-56.5,133.614,297.06,0.5,0.968
55.494,1.431e4,-42.983,-8.923,42.987,8.923,-18.782,0.158,18.783,179.518,0.716,0.018,28.61,-80.6,9.748,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.13,2.494e6,0,35.551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,-56.5,134.002,297.06,0.5,0.968
55.994,1.429e4,-47.341,-8.717,47.345,8.717,-19.137,0.158,19.138,179.526,0.706,0.02,28.61,-80.6,9.748,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.145,2.756e6,0,44.404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,-56.5,134.438,297.06,0.5,0.969
56.494,1.426e4,-51.588,-8.493,51.591,8.493,-19.487,0.159,19.488,179.533,0.695,0.022,28.61,-80.6,9.748,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.159,3.014e6,0,54.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,-56.5,134.92,297.06,0.5,0.969
56.994,1.423e4,-55.714,-8.252,55.717,8.252,-19.832,0.159,19.832,179.54,0.683,0.024,28.61,-80.6,9.748,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.174,3.268e6,0,64.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,-56.5,135.449,297.06,0.5,0.969
57.494,1.421e4,-59.712,-7.996,59.714,7.996,-20.17,0.16,20.171,179.547,0.67,0.025,28.61,-80.6,9.749,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.188,3.517e6,0,75.476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,-56.5,136.023,297.06,0.5,0.969
57.994,1.417e4,-63.575,-7.726,63.577,7.726,-20.502,0.16,20.502,179.553,0.657,0.027,28.61,-80.6,9.749,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.201,3.762e6,0,87.089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,0.1,-56.5,136.64,297.06,0.5,0.969
58.494,1.414e4,-67.298,-7.445,67.3,7.445,-20.826,0.16,20.827,179.559,0.642,0.028,28.61,-80.6,9.749,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.214,4.001e6,0,99.197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,0.1,-56.5,137.299,297.06,0.5,0.969
58.994,1.411e4,-70.875,-7.155,70.877,7.155,-21.144,0.161,21.144,179.565,0.628,0.03,28.61,-80.6,9.749,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.227,4.235e6,0,111.719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,0.1,-56.5,137.999,297.06,0.5,0.969
59.494,1.407e4,-74.303,-6.856,74.305,6.856,-21.454,0.161,21.454,179.57,0.612,0.031,28.61,-80.6,9.749,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.239,4.464e6,0,124.574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,0.1,-56.5,138.738,297.06,0.5,0.97
59.994,1.403e4,-77.579,-6.552,77.58,6.552,-21.756,0.161,21.757,179.575,0.597,0.032,28.61,-80.6,9.749,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.25,4.687e6,0,137.681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0.1,-56.5,139.514,297.06,0.5,0.97
60.494,1.399e4,-80.701,-6.244,80.702,6.244,-22.05,0.162,22.051,179.58,0.58,0.032,28.61,-80.6,9.749,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.261,4.904e6,0,150.962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0.1,-56.5,140.326,297.06,0.5,0.97
60.994,1.395e4,-83.667,-5.933,83.668,5.933,-22.336,0.162,22.337,179.585,0.564,0.033,28.61,-80.6,9.749,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.272,5.115e6,0,164.353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,0.1,-56.5,141.183,297.06,0.5,0.97
61.494,1.391e4,-86.477,-5.62,86.478,5.62,-22.614,0.162,22.614,179.59,0.547,0.034,28.61,-80.6,9.749,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.282,5.322e6,0,177.846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011,NaN,NaN,NaN,NaN,0.1,-56.5,142.134,297.06,0.5,0.97
61.994,1.387e4,-89.13,-5.307,89.131,5.307,-22.883,0.162,22.884,179.594,0.53,0.034,28.61,-80.6,9.75,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.291,5.524e6,0,191.307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011,NaN,NaN,NaN,NaN,0.1,-56.5,143.118,297.06,0.5,0.97
62.494,1.382e4,-91.629,-4.997,91.63,4.997,-23.144,0.162,23.144,179.598,0.513,0.034,28.61,-80.6,9.75,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.3,5.719e6,0,204.669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011,NaN,NaN,NaN,NaN,0.1,-56.5,144.134,297.06,0.5,0.97
62.994,1.377e4,-93.974,-4.69,93.975,4.691,-23.396,0.163,23.396,179.602,0.496,0.035,28.61,-80.6,9.75,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.308,5.908e6,0,217.873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012,NaN,NaN,NaN,NaN,0.1,-56.5,145.18,297.06,0.5,0.971
63.494,1.373e4,-96.168,-4.389,96.169,4.389,-23.639,0.163,23.64,179.605,0.478,0.035,28.61,-80.6,9.75,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.316,6.09e6,0,230.863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012,NaN,NaN,NaN,NaN,0.1,-56.5,146.254,297.06,0.5,0.971
63.994,1.368e4,-98.215,-4.094,98.216,4.094,-23.874,0.163,23.875,179.609,0.461,0.035,28.61,-80.6,9.75,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.324,6.267e6,0,243.589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012,NaN,NaN,NaN,NaN,0.1,-56.5,147.354,297.06,0.5,0.971
64.494,1.363e4,-100.118,-3.805,100.119,3.806,-24.1,0.163,24.101,179.612,0.444,0.034,28.61,-80.6,9.75,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.331,6.437e6,0,256.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.013,NaN,NaN,NaN,NaN,0.1,-56.5,148.478,297.06,0.5,0.971
64.994,1.358e4,-101.881,-3.525,101.881,3.525,-24.318,0.163,24.319,179.615,0.427,0.034,28.61,-80.6,9.75,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.337,6.601e6,0,268.077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.013,NaN,NaN,NaN,NaN,0.1,-56.5,149.626,297.06,0.5,0.971
65.494,1.353e4,-103.508,-3.254,103.508,3.254,-24.527,0.163,24.528,179.618,0.41,0.034,28.61,-80.6,9.751,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.343,6.758e6,0,279.767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.013,NaN,NaN,NaN,NaN,0.1,-56.5,150.794,297.06,0.5,0.971
65.994,1.348e4,-105.004,-2.992,105.004,2.992,-24.728,0.163,24.728,179.621,0.393,0.033,28.61,-80.6,9.751,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.348,6.91e6,0,291.049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.013,NaN,NaN,NaN,NaN,0.1,-56.5,151.982,297.06,0.5,0.971
66.494,1.342e4,-106.373,-2.738,106.373,2.738,-24.92,0.164,24.921,179.624,0.376,0.033,28.61,-80.6,9.751,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.353,7.058e6,0,301.993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.013,NaN,NaN,NaN,NaN,0.1,-56.5,153.236,297.06,0.5,0.972
66.994,1.337e4,-107.619,-2.492,107.619,2.492,-25.104,0.164,25.105,179.626,0.36,0.032,28.61,-80.6,9.751,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.358,7.202e6,0,312.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.014,NaN,NaN,NaN,NaN,0.1,-56.5,154.559,297.06,0.5,0.972
67.494,1.331e4,-108.747,-2.257,108.747,2.257,-25.28,0.164,25.281,179.629,0.344,0.032,28.61,-80.6,9.751,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.362,7.341e6,0,322.734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.014,NaN,NaN,NaN,NaN,0.1,-56.5,155.899,297.06,0.5,0.972
67.994,1.326e4,-109.763,-2.032,109.763,2.033,-25.449,0.164,25.449,179.631,0.329,0.031,28.61,-80.6,9.751,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.366,7.474e6,0,332.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.014,NaN,NaN,NaN,NaN,0.1,-56.5,157.253,297.06,0.5,0.972
68.494,1.32e4,-110.673,-1.819,110.673,1.82,-25.609,0.164,25.61,179.633,0.313,0.031,28.61,-80.6,9.752,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.369,7.601e6,0,341.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.014,NaN,NaN,NaN,NaN,0.1,-56.5,158.621,297.06,0.5,0.972
68.994,1.315e4,-111.482,-1.617,111.482,1.618,-25.762,0.164,25.763,179.635,0.298,0.03,28.61,-80.6,9.752,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.373,7.724e6,0,350.293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.014,NaN,NaN,NaN,NaN,0.1,-56.5,160.001,297.06,0.5,0.973
69.494,1.309e4,-112.195,-1.426,112.195,1.427,-25.908,0.164,25.908,179.637,0.284,0.029,28.61,-80.6,9.752,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.375,7.841e6,0,358.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.014,NaN,NaN,NaN,NaN,0.1,-56.5,161.392,297.06,0.5,0.973
69.994,1.304e4,-112.818,-1.247,112.818,1.247,-26.046,0.164,26.047,179.639,0.27,0.028,28.61,-80.6,9.752,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.378,7.952e6,0,366.272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.014,NaN,NaN,NaN,NaN,0.1,-56.5,162.792,297.06,0.5,0.973
70.494,1.298e4,-113.357,-1.078,113.357,1.078,-26.178,0.164,26.178,179.641,0.256,0.027,28.61,-80.6,9.752,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.38,8.06e6,0,373.557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.014,NaN,NaN,NaN,NaN,0.1,-56.5,164.2,297.06,0.5,0.973
70.994,1.292e4,-113.815,-0.917,113.816,0.917,-26.302,0.164,26.303,179.642,0.243,0.027,28.61,-80.6,9.752,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.382,8.164e6,0,380.477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.015,NaN,NaN,NaN,NaN,0.1,-56.5,165.656,297.06,0.5,0.973
71.494,1.287e4,-114.197,-0.763,114.197,0.763,-26.42,0.164,26.421,179.644,0.23,0.026,28.61,-80.6,9.753,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.383,8.267e6,0,387.124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.015,NaN,NaN,NaN,NaN,0.1,-56.5,167.195,297.06,0.5,0.974
71.994,1.281e4,-114.506,-0.619,114.507,0.62,-26.532,0.164,26.533,179.645,0.217,0.025,28.61,-80.6,9.753,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.384,8.366e6,0,393.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.015,NaN,NaN,NaN,NaN,0.1,-56.5,168.739,297.06,0.5,0.974
